from_zone,to_zone,from_transreg,to_transreg,transreg,line_type,region,project_name,existing_cap_mw,new_cap_mw,new_cap_year,total_cap_mw,trans_length_km,trans_efficiency
p12,p13,NorthernGrid,NorthernGrid,NorthernGrid,Existing,NorthernGrid,Harry Allen - Northwest to Ft. Churchill 500 kV (Greenlink West),252.9,3417.0,2028.0,3669.9,594.9860891,0.965903132
p120,p121,PJM,PJM,PJM,Existing,PJM,,379.9,,,379.9,37.47911961,0.986915561
p120,p122,PJM,PJM,PJM,Existing,PJM,,205.4,,,205.4,250.0503667,0.981207173
p121,p122,PJM,PJM,PJM,Existing,PJM,b3800.3,59.9,2500.0,2028.0,2559.9,150.4803482,0.947577891
p121,p123,PJM,PJM,PJM,Existing,PJM,,1106.3,,,1106.3,53.10079054,0.981566379
p122,p127,PJM,NYISO,PJM / NYISO,Existing,Cross-Region,,846.5,,,846.5,767.4696494,0.941282142
p122,p123,PJM,PJM,PJM,Existing,PJM,b3800.31 | n6559 | b3780.2,6209.4,7200.0,2030.0,13409.4,65.01206795,0.977305343
p122,p125,PJM,PJM,PJM,Existing,PJM,,976.9,,,976.9,54.97795404,0.98084759
p122,p126,PJM,PJM,PJM,Existing,PJM,,8384.0,,,8384.0,37.64969424,0.98691916
p123,p124,PJM,PJM,PJM,Existing,PJM,,268.0,,,268.0,335.731997,0.971608459
p123,p125,PJM,PJM,PJM,Existing,PJM,,2749.8,,,2749.8,121.659467,0.957416766
p125,p126,PJM,PJM,PJM,Existing,PJM,,4250.2,,,4250.2,251.228193,0.981110781
p126,p127,PJM,NYISO,PJM / NYISO,Existing,Cross-Region,,1153.5,,,1153.5,288.9960274,0.968457105
p127,p129,NYISO,ISONE,NYISO / ISONE,Existing,Cross-Region,,241.7,,,241.7,844.3040492,0.936857579
p127,p131,NYISO,ISONE,NYISO / ISONE,Existing,Cross-Region,,653.5,,,653.5,563.6265004,0.948114422
p127,p132,NYISO,ISONE,NYISO / ISONE,Existing,Cross-Region,,504.8,,,504.8,771.8698102,0.941030561
p127,p128,NYISO,NYISO,NYISO,Existing,NYISO,,4000.0,1638.0,2030.0,5638.0,320.173001,0.957585824
p128,p132,NYISO,ISONE,NYISO / ISONE,Existing,Cross-Region,,634.0,,,634.0,333.7771906,0.966393045
p129,p130,ISONE,ISONE,ISONE,Existing,ISONE,,1796.2,,,1796.2,272.247733,0.979555899
p129,p131,ISONE,ISONE,ISONE,Existing,ISONE,,2133.2,,,2133.2,321.0735067,0.975827118
p13,p27,NorthernGrid,WestConnect,NorthernGrid / WestConnect,Existing,Cross-Region,Second Mead – Market Place 500kV Line (WestTEC 10-Yr Horizon),1955.0,2598.0,2035.0,4553.0,160.3355691,0.943854041
p13,p28,NorthernGrid,WestConnect,NorthernGrid / WestConnect,Existing,Cross-Region,New Mead – Liberty – West Wing 500kV Line; Reconductor Mead – Perkins 500kV Line (WestTEC 10-Yr Horizon),2492.0,4851.0,2035.0,7343.0,480.2199043,0.972450683
p13,p15,NorthernGrid,NorthernGrid,NorthernGrid,Existing,NorthernGrid,,0.0,,,0.0,992.5678482,0.943077512
p13,p25,NorthernGrid,NorthernGrid,NorthernGrid,Existing,NorthernGrid,,155.8,,,155.8,333.7771906,0.966393045
p130,p131,ISONE,ISONE,ISONE,Existing,ISONE,,2464.4,,,2464.4,28.35140986,0.990001992
p130,p134,ISONE,ISONE,ISONE,Existing,ISONE,,1299.7,,,1299.7,122.9175225,0.956980874
p131,p132,ISONE,ISONE,ISONE,Existing,ISONE,,1520.6,,,1520.6,87.44527719,0.969521986
p131,p133,ISONE,ISONE,ISONE,Existing,ISONE,,1725.1,,,1725.1,11.72032937,0.99592417
p132,p133,ISONE,ISONE,ISONE,Existing,ISONE,,1038.3,,,1038.3,70.8109318,0.975336726
p14,p15,NorthernGrid,NorthernGrid,NorthernGrid,Existing,NorthernGrid,,1204.0,,,1204.0,596.6341556,0.965868874
p14,p17,NorthernGrid,NorthernGrid,NorthernGrid,Existing,NorthernGrid,,1593.0,,,1593.0,313.8902891,0.976395103
p15,p16,NorthernGrid,NorthernGrid,NorthernGrid,Existing,NorthernGrid,Gateway West (GWW) Project,4469.0,11208.0,2035.0,15677.0,414.999425,0.968945905
p15,p17,NorthernGrid,NorthernGrid,NorthernGrid,Existing,NorthernGrid,,2537.0,,,2537.0,795.5474407,0.954523254
p15,p21,NorthernGrid,NorthernGrid,NorthernGrid,Existing,NorthernGrid,,847.0,,,847.0,333.7771906,0.966393045
p15,p25,NorthernGrid,NorthernGrid,NorthernGrid,Existing,NorthernGrid,,680.0,,,680.0,333.7771906,0.966393045
p16,p17,NorthernGrid,NorthernGrid,NorthernGrid,Existing,NorthernGrid,New Townsend – Midpoint 500kV Line (WestTEC 10-Yr Horizon),179.0,2773.0,2035.0,2952.0,488.8111552,0.972049166
p16,p18,NorthernGrid,NorthernGrid,NorthernGrid,Existing,NorthernGrid,,48.0,,,48.0,333.7771906,0.966393045
p16,p21,NorthernGrid,NorthernGrid,NorthernGrid,Existing,NorthernGrid,Anticline/Bridger-Populus 400-599 kV line #1,2853.0,1700.0,2035.0,4553.0,359.4447887,0.973033157
p16,p25,NorthernGrid,NorthernGrid,NorthernGrid,Existing,NorthernGrid,Populus-Bridgerland-Ben Lomond 345 kV line Reconductor,785.0,1340.0,2028.0,2125.0,321.3430228,0.975939765
p17,p18,NorthernGrid,NorthernGrid,NorthernGrid,Existing,NorthernGrid,,2077.0,,,2077.0,296.0356475,0.977782877
p17,p20,NorthernGrid,NorthernGrid,NorthernGrid,Existing,NorthernGrid,,1789.0,,,1789.0,501.4704107,0.971273633
p18,p23,NorthernGrid,WestConnect,NorthernGrid / WestConnect,Existing,Cross-Region,,0.0,,,0.0,621.8719054,0.964371584
p18,p19,NorthernGrid,NorthernGrid,NorthernGrid,Existing,NorthernGrid,,262.0,,,262.0,333.7771906,0.966393045
p18,p20,NorthernGrid,NorthernGrid,NorthernGrid,Existing,NorthernGrid,Path 36 TOT 3 Upgrade (WestTEC 10-Yr Horizon),2321.0,800.0,2035.0,3121.0,279.0062546,0.97913557
p18,p21,NorthernGrid,NorthernGrid,NorthernGrid,Existing,NorthernGrid,,1361.0,,,1361.0,835.1033268,0.952097268
p18,p22,NorthernGrid,NorthernGrid,NorthernGrid,Existing,NorthernGrid,,94.6,,,94.6,485.8210603,0.972168315
p2,p14,NorthernGrid,NorthernGrid,NorthernGrid,Existing,NorthernGrid,,5207.0,,,5207.0,360.2452645,0.973029546
p2,p3,NorthernGrid,NorthernGrid,NorthernGrid,Existing,NorthernGrid,,1942.0,,,1942.0,287.097973,0.978521754
p2,p4,NorthernGrid,NorthernGrid,NorthernGrid,Existing,NorthernGrid,,4252.0,,,4252.0,115.6122143,0.959788004
p2,p5,NorthernGrid,NorthernGrid,NorthernGrid,Existing,NorthernGrid,Reconductor Keeler – Pearl 500kV #1 Line (WestTEC 10-Yr Horizon),15397.0,3029.0,2035.0,18426.0,266.5957467,0.980001039
p20,p35,NorthernGrid,SPP,NorthernGrid / SPP,Existing,Cross-Region,,200.0,,,200.0,254.5038764,0.980922651
p21,p24,NorthernGrid,WestConnect,NorthernGrid / WestConnect,Existing,Cross-Region,,295.8,,,295.8,432.3719948,0.967614958
p21,p25,NorthernGrid,NorthernGrid,NorthernGrid,Existing,NorthernGrid,,1282.0,,,1282.0,272.4445447,0.979554709
p21,p26,NorthernGrid,NorthernGrid,NorthernGrid,Existing,NorthernGrid,,628.0,,,628.0,262.4143286,0.980297614
p22,p23,NorthernGrid,WestConnect,NorthernGrid / WestConnect,Existing,Cross-Region,,1010.0,,,1010.0,154.6392509,0.946099847
p22,p24,NorthernGrid,WestConnect,NorthernGrid / WestConnect,Existing,Cross-Region,,518.0,,,518.0,499.5408377,0.97138497
p23,p24,WestConnect,WestConnect,WestConnect,Existing,WestConnect,,868.0,,,868.0,382.1323674,0.971430934
p23,p32,WestConnect,WestConnect,WestConnect,Existing,WestConnect,,2063.0,,,2063.0,233.2803752,0.9189407
p24,p39,WestConnect,SPP,WestConnect / SPP,Existing,Cross-Region,,310.0,,,310.0,130.7687521,0.954619813
p24,p32,WestConnect,WestConnect,WestConnect,Existing,WestConnect,Multi -  Laramie River 345 kV - New Underwood 345 kV,422.0,1792.0,2035.0,2214.0,333.7771906,0.966393045
