region,year,avg_added_mw,flat_true_peak_added_mw,flat_false_peak_added_mw,peak_diff_mw,peak_ratio
p95,2026,137.3,137.3,718.9,581.6,5.2
p95,2027,184.3,184.3,978.2,793.9,5.3
p95,2028,232.0,232.0,1248.0,1016.0,5.4
p95,2029,280.3,280.3,1528.8,1248.4,5.5
p95,2030,329.4,329.4,1820.9,1491.6,5.5
p95,2031,355.7,355.7,1981.9,1626.2,5.6
p95,2032,382.2,382.2,2146.3,1764.1,5.6
p95,2033,408.9,408.9,2314.2,1905.3,5.7
p95,2034,435.8,435.8,2485.8,2050.0,5.7
p95,2035,462.9,462.9,2661.0,2198.1,5.7
p95,2036,490.2,490.2,2840.0,2349.8,5.8
p95,2037,517.7,517.7,3022.8,2505.1,5.8
p95,2038,545.4,545.4,3209.5,2664.1,5.9
p95,2039,573.3,573.3,3400.3,2827.0,5.9
p95,2040,601.4,601.4,3595.2,2993.7,6.0
p95,2041,622.9,622.9,3745.6,3122.8,6.0
p95,2042,644.4,644.4,3898.6,3254.2,6.1
p95,2043,666.0,666.0,4054.0,3387.9,6.1
p95,2044,687.8,687.8,4211.9,3524.1,6.1
p95,2045,709.7,709.7,4372.4,3662.7,6.2
p95,2046,731.7,731.7,4535.5,3803.8,6.2
p95,2047,753.9,753.9,4701.3,3947.4,6.2
p95,2048,776.1,776.1,4869.7,4093.6,6.3
p95,2049,798.5,798.5,5040.9,4242.4,6.3
p95,2050,821.0,821.0,5214.8,4393.8,6.4
p96,2023,0.0,0.0,0.0,0.0,
p96,2024,79.9,79.9,407.6,327.7,5.1
p96,2025,160.8,160.8,829.8,669.0,5.2
p96,2026,242.7,242.7,1267.2,1024.6,5.2
p96,2027,325.6,325.6,1720.4,1394.9,5.3
p96,2028,409.5,409.5,2189.9,1780.4,5.3
p96,2029,494.4,494.4,2676.4,2181.9,5.4
p96,2030,580.5,580.5,3180.3,2599.8,5.5
p96,2031,626.5,626.5,3456.5,2830.0,5.5
p96,2032,672.9,672.9,3738.0,3065.1,5.6
p96,2033,719.5,719.5,4024.8,3305.2,5.6
p96,2034,766.5,766.5,4317.1,3550.6,5.6
p96,2035,813.8,813.8,4614.9,3801.1,5.7
p96,2036,861.4,861.4,4918.5,4057.1,5.7
p96,2037,909.3,909.3,5227.8,4318.5,5.7
p96,2038,957.5,957.5,5543.0,4585.5,5.8
p96,2039,1006.0,1006.0,5864.2,4858.2,5.8
p96,2040,1054.9,1054.9,6191.5,5136.7,5.9
p96,2041,1092.0,1092.0,6443.5,5351.5,5.9
p96,2042,1129.3,1129.3,6699.2,5569.8,5.9
p96,2043,1166.8,1166.8,6958.5,5791.6,6.0
p96,2044,1204.5,1204.5,7221.5,6017.0,6.0
p96,2045,1242.4,1242.4,7488.3,6245.9,6.0
p96,2046,1280.5,1280.5,7759.0,6478.5,6.1
p96,2047,1318.7,1318.7,8033.5,6714.8,6.1
p96,2048,1357.2,1357.2,8312.0,6954.8,6.1
p96,2049,1395.8,1395.8,8594.5,7198.7,6.2
p96,2050,1434.6,1434.6,8881.1,7446.5,6.2
p97,2023,0.0,0.0,0.0,0.0,
p97,2024,59.5,59.5,306.5,247.0,5.1
p97,2025,119.5,119.5,619.4,499.9,5.2
p97,2026,179.8,179.8,938.7,758.8,5.2
p97,2027,240.6,240.6,1264.6,1023.9,5.3
p97,2028,301.9,301.9,1597.2,1295.4,5.3
p97,2029,363.5,363.5,1936.7,1573.2,5.3
p97,2030,425.6,425.6,2283.2,1857.6,5.4
p97,2031,458.6,458.6,2469.7,2011.1,5.4
p97,2032,491.7,491.7,2658.2,2166.5,5.4
p97,2033,524.9,524.9,2848.8,2323.9,5.4
p97,2034,558.3,558.3,3041.5,2483.2,5.4
p97,2035,591.8,591.8,3236.2,2644.5,5.5
p97,2036,625.4,625.4,3433.1,2807.7,5.5
p97,2037,659.1,659.1,3632.1,2973.0,5.5
p97,2038,692.9,692.9,3833.3,3140.4,5.5
p97,2039,726.9,726.9,4036.7,3309.8,5.6
p97,2040,761.0,761.0,4242.2,3481.2,5.6
p97,2041,786.8,786.8,4398.8,3612.0,5.6
p97,2042,812.6,812.6,4556.6,3743.9,5.6
p97,2043,838.6,838.6,4715.7,3877.1,5.6
p97,2044,864.6,864.6,4876.1,4011.5,5.6
p97,2045,890.6,890.6,5037.8,4147.1,5.7
p97,2046,916.8,916.8,5200.8,4284.0,5.7
p97,2047,943.0,943.0,5365.2,4422.2,5.7
p97,2048,969.3,969.3,5530.9,4561.6,5.7
p97,2049,995.7,995.7,5698.0,4702.3,5.7
p97,2050,1022.1,1022.1,5866.4,4844.4,5.7
p98,2023,0.0,0.0,0.0,0.0,
p98,2024,59.8,59.8,307.9,248.1,5.1
p98,2025,120.0,120.0,622.7,502.6,5.2
p98,2026,180.8,180.8,944.4,763.6,5.2
p98,2027,241.9,241.9,1273.3,1031.3,5.3
p98,2028,303.6,303.6,1609.4,1305.9,5.3
p98,2029,365.7,365.7,1953.1,1587.4,5.3
p98,2030,428.3,428.3,2304.3,1876.1,5.4
p98,2031,461.5,461.5,2493.7,2032.2,5.4
p98,2032,494.9,494.9,2685.4,2190.4,5.4
p98,2033,528.4,528.4,2879.2,2350.8,5.4
p98,2034,562.1,562.1,3075.3,2513.2,5.5
p98,2035,595.9,595.9,3273.8,2677.9,5.5
p98,2036,629.8,629.8,3474.5,2844.7,5.5
p98,2037,663.9,663.9,3677.6,3013.7,5.5
p98,2038,698.1,698.1,3883.1,3185.0,5.6
p98,2039,732.5,732.5,4091.0,3358.5,5.6
p98,2040,767.0,767.0,4301.3,3534.4,5.6
p98,2041,793.0,793.0,4461.6,3668.6,5.6
p98,2042,819.2,819.2,4623.3,3804.1,5.6
p98,2043,845.4,845.4,4786.5,3941.0,5.7
p98,2044,871.8,871.8,4951.0,4079.3,5.7
p98,2045,898.2,898.2,5117.1,4218.9,5.7
p98,2046,924.6,924.6,5284.6,4359.9,5.7
p98,2047,951.2,951.2,5453.5,4502.3,5.7
p98,2048,977.8,977.8,5624.0,4646.2,5.8
p98,2049,1004.6,1004.6,5796.0,4791.4,5.8
p98,2050,1031.4,1031.4,5969.4,4938.1,5.8
p99,2023,0.0,0.0,0.0,0.0,
p99,2024,1052.6,1052.6,5570.0,4517.4,5.3
p99,2025,2198.6,2198.6,12582.3,10383.7,5.7
p99,2026,3446.5,3446.5,21410.4,17964.0,6.2
p99,2027,4805.1,4805.1,32524.6,27719.5,6.8
p99,2028,6284.5,6284.5,46516.8,40232.3,7.4
p99,2029,7895.2,7895.2,64132.3,56237.0,8.1
p99,2030,9649.0,9649.0,86309.2,76660.1,8.9
p99,2031,10698.6,10698.6,101655.1,90956.4,9.5
p99,2032,11799.5,11799.5,119185.1,107385.6,10.1
p99,2033,12954.0,12954.0,139210.2,126256.2,10.7
p99,2034,14165.0,14165.0,162085.4,147920.5,11.4
p99,2035,15435.0,15435.0,188216.5,172781.5,12.2
p99,2036,16767.1,16767.1,218066.8,201299.8,13.0
p99,2037,18164.2,18164.2,252165.7,234001.6,13.9
p99,2038,19629.4,19629.4,291117.9,271488.5,14.8
p99,2039,21166.3,21166.3,335614.2,314447.9,15.9
p99,2040,22778.1,22778.1,386443.5,363665.4,17.0
p99,2041,24108.8,24108.8,432146.8,408038.1,17.9
p99,2042,25490.6,25490.6,482970.3,457479.7,18.9
p99,2043,26925.4,26925.4,539487.5,512562.0,20.0
p99,2044,28415.5,28415.5,602336.4,573920.9,21.2
p99,2045,29962.7,29962.7,672226.3,642263.5,22.4
p99,2046,31569.5,31569.5,749945.9,718376.5,23.8
p99,2047,33238.0,33238.0,836372.6,803134.7,25.2
p99,2048,34970.5,34970.5,932481.7,897511.2,26.7
p99,2049,36769.7,36769.7,1039358.0,1002588.3,28.3
p99,2050,38638.0,38638.0,1158207.6,1119569.6,30.0
