region,year,avg_added_mw,flat_true_peak_added_mw,flat_false_peak_added_mw,peak_diff_mw,peak_ratio
p61,2035,144.8,144.8,838.3,693.6,5.8
p61,2036,153.2,153.2,893.7,740.5,5.8
p61,2037,161.8,161.8,950.2,788.4,5.9
p61,2038,170.4,170.4,1007.8,837.4,5.9
p61,2039,179.0,179.0,1066.5,887.5,6.0
p61,2040,187.7,187.7,1126.3,938.6,6.0
p61,2041,194.4,194.4,1172.4,978.1,6.0
p61,2042,201.0,201.0,1219.2,1018.2,6.1
p61,2043,207.7,207.7,1266.7,1059.0,6.1
p61,2044,214.4,214.4,1314.9,1100.4,6.1
p61,2045,221.2,221.2,1363.8,1142.6,6.2
p61,2046,228.0,228.0,1413.4,1185.4,6.2
p61,2047,234.8,234.8,1463.7,1228.9,6.2
p61,2048,241.7,241.7,1514.8,1273.1,6.3
p61,2049,248.6,248.6,1566.6,1318.1,6.3
p61,2050,255.5,255.5,1619.3,1363.7,6.3
p62,2023,0.0,0.0,0.0,0.0,
p62,2024,13.4,13.4,69.7,56.3,5.2
p62,2025,27.0,27.0,142.2,115.1,5.3
p62,2026,40.8,40.8,217.6,176.8,5.3
p62,2027,54.8,54.8,296.1,241.3,5.4
p62,2028,69.0,69.0,377.8,308.8,5.5
p62,2029,83.3,83.3,462.8,379.5,5.6
p62,2030,97.9,97.9,551.3,453.4,5.6
p62,2031,105.7,105.7,600.0,494.3,5.7
p62,2032,113.6,113.6,649.8,536.2,5.7
p62,2033,121.5,121.5,700.7,579.1,5.8
p62,2034,129.5,129.5,752.6,623.1,5.8
p62,2035,137.6,137.6,805.7,668.1,5.9
p62,2036,145.7,145.7,859.9,714.2,5.9
p62,2037,153.9,153.9,915.3,761.4,5.9
p62,2038,162.1,162.1,971.9,809.8,6.0
p62,2039,170.4,170.4,1029.7,859.3,6.0
p62,2040,178.8,178.8,1088.7,909.9,6.1
p62,2041,185.2,185.2,1134.3,949.2,6.1
p62,2042,191.6,191.6,1180.7,989.1,6.2
p62,2043,198.0,198.0,1227.8,1029.8,6.2
p62,2044,204.5,204.5,1275.6,1071.2,6.2
p62,2045,211.0,211.0,1324.3,1113.3,6.3
p62,2046,217.5,217.5,1373.7,1156.2,6.3
p62,2047,224.1,224.1,1423.9,1199.8,6.4
p62,2048,230.7,230.7,1475.0,1244.3,6.4
p62,2049,237.4,237.4,1526.9,1289.5,6.4
p62,2050,244.1,244.1,1579.6,1335.5,6.5
p63,2023,0.0,0.0,0.0,0.0,
p63,2024,335.0,335.0,1739.4,1404.5,5.2
p63,2025,676.4,676.4,3576.6,2900.2,5.3
p63,2026,1024.5,1024.5,5517.0,4492.5,5.4
p63,2027,1379.2,1379.2,7566.4,6187.2,5.5
p63,2028,1740.8,1740.8,9730.9,7990.1,5.6
p63,2029,2109.3,2109.3,12017.0,9907.7,5.7
p63,2030,2484.9,2484.9,14431.6,11946.6,5.8
p63,2031,2688.3,2688.3,15786.2,13097.9,5.9
p63,2032,2893.8,2893.8,17181.3,14287.5,5.9
p63,2033,3101.4,3101.4,18618.0,15516.7,6.0
p63,2034,3311.0,3311.0,20097.6,16786.6,6.1
p63,2035,3522.9,3522.9,21621.4,18098.5,6.1
p63,2036,3736.9,3736.9,23190.6,19453.7,6.2
p63,2037,3953.1,3953.1,24806.6,20853.6,6.3
p63,2038,4171.5,4171.5,26470.9,22299.4,6.3
p63,2039,4392.1,4392.1,28184.9,23792.7,6.4
p63,2040,4615.0,4615.0,29949.9,25334.9,6.5
p63,2041,4785.8,4785.8,31328.6,26542.8,6.5
p63,2042,4958.0,4958.0,32738.5,27780.6,6.6
p63,2043,5131.4,5131.4,34180.3,29048.9,6.7
p63,2044,5306.2,5306.2,35654.8,30348.6,6.7
p63,2045,5482.4,5482.4,37162.6,31680.2,6.8
p63,2046,5659.9,5659.9,38704.5,33044.6,6.8
p63,2047,5838.8,5838.8,40281.4,34442.6,6.9
p63,2048,6019.1,6019.1,41893.9,35874.8,7.0
p63,2049,6200.8,6200.8,43543.0,37342.2,7.0
p63,2050,6383.9,6383.9,45229.3,38845.4,7.1
p64,2023,0.0,0.0,0.0,0.0,
p64,2024,114.3,114.3,593.2,479.0,5.2
p64,2025,231.0,231.0,1224.5,993.5,5.3
p64,2026,350.4,350.4,1896.3,1545.9,5.4
p64,2027,472.3,472.3,2611.1,2138.8,5.5
p64,2028,597.0,597.0,3371.8,2774.8,5.6
p64,2029,724.4,724.4,4181.3,3456.9,5.8
p64,2030,854.6,854.6,5042.6,4188.1,5.9
p64,2031,925.4,925.4,5530.3,4604.9,6.0
p64,2032,997.0,997.0,6034.6,5037.6,6.1
p64,2033,1069.4,1069.4,6556.1,5486.6,6.1
p64,2034,1142.7,1142.7,7095.3,5952.6,6.2
p64,2035,1216.9,1216.9,7653.0,6436.1,6.3
p64,2036,1291.9,1291.9,8229.7,6937.8,6.4
p64,2037,1367.8,1367.8,8826.1,7458.3,6.5
p64,2038,1444.6,1444.6,9442.8,7998.2,6.5
p64,2039,1522.3,1522.3,10080.6,8558.3,6.6
p64,2040,1600.9,1600.9,10740.1,9139.2,6.7
p64,2041,1661.3,1661.3,11258.2,9596.9,6.8
p64,2042,1722.3,1722.3,11789.7,10067.4,6.8
p64,2043,1783.8,1783.8,12335.0,10551.2,6.9
p64,2044,1845.8,1845.8,12894.4,11048.6,7.0
p64,2045,1908.4,1908.4,13468.3,11559.9,7.1
p64,2046,1971.5,1971.5,14057.1,12085.6,7.1
p64,2047,2035.2,2035.2,14661.1,12625.9,7.2
p64,2048,2099.5,2099.5,15280.8,13181.3,7.3
p64,2049,2164.3,2164.3,15916.6,13752.3,7.4
p64,2050,2229.7,2229.7,16568.8,14339.1,7.4
p65,2023,0.0,0.0,0.0,0.0,
p65,2024,171.6,171.6,890.8,719.2,5.2
p65,2025,346.9,346.9,1838.2,1491.4,5.3
p65,2026,526.0,526.0,2846.0,2320.0,5.4
p65,2027,709.0,709.0,3917.9,3208.8,5.5
p65,2028,896.1,896.1,5057.9,4161.9,5.6
p65,2029,1087.2,1087.2,6270.5,5183.3,5.8
p65,2030,1282.5,1282.5,7560.3,6277.8,5.9
p65,2031,1388.6,1388.6,8290.1,6901.4,6.0
p65,2032,1496.0,1496.0,9044.6,7548.5,6.0
p65,2033,1604.6,1604.6,9824.6,8219.9,6.1
p65,2034,1714.5,1714.5,10631.0,8916.5,6.2
p65,2035,1825.7,1825.7,11464.7,9639.0,6.3
p65,2036,1938.2,1938.2,12326.7,10388.5,6.4
p65,2037,2051.9,2051.9,13217.8,11165.8,6.4
p65,2038,2167.0,2167.0,14139.1,11972.0,6.5
p65,2039,2283.5,2283.5,15091.5,12808.1,6.6
p65,2040,2401.2,2401.2,16076.2,13675.0,6.7
p65,2041,2491.7,2491.7,16849.5,14357.8,6.8
p65,2042,2583.0,2583.0,17642.6,15059.6,6.8
p65,2043,2675.1,2675.1,18456.1,15781.0,6.9
p65,2044,2768.0,2768.0,19290.6,16522.6,7.0
p65,2045,2861.8,2861.8,20146.5,17284.7,7.0
p65,2046,2956.3,2956.3,21024.4,18068.1,7.1
p65,2047,3051.7,3051.7,21924.9,18873.2,7.2
p65,2048,3147.9,3147.9,22848.5,19700.5,7.3
p65,2049,3245.0,3245.0,23795.9,20550.8,7.3
p65,2050,3343.0,3343.0,24767.6,21424.6,7.4
p66,2023,0.0,0.0,0.0,0.0,
p66,2024,62.3,62.3,323.3,261.1,5.2
p66,2025,125.8,125.8,665.5,539.7,5.3
p66,2026,190.5,190.5,1027.5,836.9,5.4
p66,2027,256.6,256.6,1410.5,1153.9,5.5
p66,2028,324.0,324.0,1815.8,1491.8,5.6
p66,2029,392.7,392.7,2244.6,1852.0,5.7
p66,2030,462.8,462.8,2698.4,2235.6,5.8
p66,2031,500.8,500.8,2953.5,2452.8,5.9
p66,2032,539.2,539.2,3216.5,2677.4,6.0
p66,2033,577.9,577.9,3487.6,2909.7,6.0
p66,2034,617.2,617.2,3767.1,3150.0,6.1
p66,2035,656.8,656.8,4055.3,3398.5,6.2
p66,2036,696.8,696.8,4352.3,3655.5,6.2
p66,2037,737.3,737.3,4658.4,3921.2,6.3
p66,2038,778.2,778.2,4974.1,4195.9,6.4
p66,2039,819.5,819.5,5299.5,4480.0,6.5
p66,2040,861.3,861.3,5634.9,4773.6,6.5
p66,2041,893.3,893.3,5897.2,5004.0,6.6
p66,2042,925.6,925.6,6165.7,5240.2,6.7
p66,2043,958.1,958.1,6440.5,5482.4,6.7
p66,2044,990.9,990.9,6721.8,5730.8,6.8
p66,2045,1024.0,1024.0,7009.6,5985.6,6.8
p66,2046,1057.3,1057.3,7304.1,6246.8,6.9
p66,2047,1090.9,1090.9,7605.6,6514.7,7.0
p66,2048,1124.8,1124.8,7914.1,6789.3,7.0
p66,2049,1158.9,1158.9,8229.8,7070.9,7.1
p66,2050,1193.3,1193.3,8553.0,7359.6,7.2
p67,2023,0.0,0.0,0.0,0.0,
p67,2024,248.3,248.3,1289.2,1040.9,5.2
p67,2025,502.0,502.0,2659.8,2157.8,5.3
p67,2026,761.1,761.1,4116.8,3355.7,5.4
p67,2027,1025.9,1025.9,5665.7,4639.8,5.5
p67,2028,1296.4,1296.4,7312.4,6016.0,5.6
p67,2029,1572.7,1572.7,9062.9,7490.2,5.8
p67,2030,1855.1,1855.1,10923.9,9068.8,5.9
p67,2031,2008.5,2008.5,11976.2,9967.7,6.0
p67,2032,2163.7,2163.7,13063.9,10900.2,6.0
p67,2033,2320.7,2320.7,14188.0,11867.3,6.1
p67,2034,2479.5,2479.5,15349.9,12870.4,6.2
p67,2035,2640.1,2640.1,16550.7,13910.7,6.3
p67,2036,2802.5,2802.5,17791.9,14989.4,6.3
p67,2037,2966.9,2966.9,19074.7,16107.8,6.4
p67,2038,3133.1,3133.1,20400.6,17267.5,6.5
p67,2039,3301.2,3301.2,21770.9,18469.7,6.6
p67,2040,3471.3,3471.3,23187.2,19715.9,6.7
p67,2041,3602.0,3602.0,24299.0,20697.0,6.7
p67,2042,3733.8,3733.8,25439.1,21705.3,6.8
p67,2043,3866.7,3866.7,26608.3,22741.6,6.9
p67,2044,4000.8,4000.8,27807.2,23806.4,7.0
p67,2045,4136.1,4136.1,29036.7,24900.6,7.0
p67,2046,4272.6,4272.6,30297.6,26025.0,7.1
p67,2047,4410.2,4410.2,31590.6,27180.3,7.2
p67,2048,4549.1,4549.1,32916.5,28367.4,7.2
p67,2049,4689.2,4689.2,34276.2,29587.1,7.3
p67,2050,4830.5,4830.5,35670.6,30840.2,7.4
p68,2023,0.0,0.0,0.0,0.0,
p68,2024,2.9,2.9,13.4,10.5,4.7
p68,2025,5.7,5.7,27.1,21.3,4.7
p68,2026,8.6,8.6,41.0,32.4,4.8
p68,2027,11.5,11.5,55.3,43.8,4.8
p68,2028,14.5,14.5,69.9,55.4,4.8
p68,2029,17.4,17.4,84.8,67.3,4.9
p68,2030,20.4,20.4,100.0,79.6,4.9
p68,2031,22.0,22.0,108.2,86.2,4.9
p68,2032,23.6,23.6,116.5,92.9,4.9
p68,2033,25.2,25.2,124.9,99.7,5.0
p68,2034,26.8,26.8,133.4,106.6,5.0
p68,2035,28.4,28.4,141.9,113.5,5.0
p68,2036,30.0,30.0,150.6,120.6,5.0
p68,2037,31.7,31.7,159.4,127.7,5.0
p68,2038,33.3,33.3,168.3,135.0,5.1
p68,2039,34.9,34.9,177.2,142.3,5.1
p68,2040,36.6,36.6,186.3,149.7,5.1
p68,2041,37.8,37.8,193.2,155.4,5.1
p68,2042,39.1,39.1,200.2,161.1,5.1
p68,2043,40.3,40.3,207.2,166.9,5.1
p68,2044,41.6,41.6,214.3,172.8,5.2
p68,2045,42.8,42.8,221.5,178.7,5.2
p68,2046,44.1,44.1,228.7,184.6,5.2
p68,2047,45.3,45.3,236.0,190.6,5.2
p68,2048,46.6,46.6,243.3,196.7,5.2
p68,2049,47.9,47.9,250.7,202.8,5.2
p68,2050,49.1,49.1,258.2,209.0,5.3
p69,2023,0.0,0.0,0.0,0.0,
p69,2024,17.2,17.2,86.5,69.4,5.0
p69,2025,34.8,34.8,179.6,144.9,5.2
p69,2026,52.9,52.9,279.8,227.0,5.3
p69,2027,71.4,71.4,387.7,316.3,5.4
p69,2028,90.4,90.4,503.7,413.2,5.6
p69,2029,110.0,110.0,628.5,518.5,5.7
p69,2030,130.0,130.0,762.8,632.8,5.9
p69,2031,141.0,141.0,839.9,699.0,6.0
p69,2032,152.1,152.1,920.1,768.0,6.1
p69,2033,163.3,163.3,1003.6,840.2,6.1
p69,2034,174.8,174.8,1090.4,915.6,6.2
p69,2035,186.4,186.4,1180.8,994.4,6.3
p69,2036,198.1,198.1,1274.8,1076.7,6.4
p69,2037,210.0,210.0,1372.6,1162.6,6.5
p69,2038,222.1,222.1,1474.5,1252.4,6.6
p69,2039,234.3,234.3,1580.4,1346.1,6.7
p69,2040,246.7,246.7,1690.6,1443.9,6.9
p69,2041,256.3,256.3,1778.0,1521.6,6.9
p69,2042,266.0,266.0,1868.0,1602.0,7.0
p69,2043,275.8,275.8,1960.8,1685.0,7.1
p69,2044,285.7,285.7,2056.5,1770.8,7.2
p69,2045,295.7,295.7,2155.1,1859.4,7.3
p69,2046,305.8,305.8,2256.8,1951.0,7.4
p69,2047,316.0,316.0,2361.6,2045.6,7.5
p69,2048,326.3,326.3,2469.6,2143.3,7.6
p69,2049,336.7,336.7,2581.0,2244.3,7.7
p69,2050,347.3,347.3,2695.8,2348.6,7.8
p7,2023,0.0,0.0,0.0,0.0,
p7,2024,8.5,8.5,39.4,30.9,4.6
p7,2025,17.5,17.5,84.3,66.8,4.8
p7,2026,26.8,26.8,135.2,108.4,5.0
p7,2027,36.6,36.6,193.1,156.5,5.3
p7,2028,46.9,46.9,258.9,212.0,5.5
p7,2029,57.6,57.6,333.7,276.1,5.8
p7,2030,68.9,68.9,418.7,349.8,6.1
p7,2031,75.2,75.2,470.8,395.5,6.3
p7,2032,81.7,81.7,526.7,445.0,6.4
p7,2033,88.4,88.4,586.7,498.3,6.6
p7,2034,95.2,95.2,651.2,555.9,6.8
p7,2035,102.2,102.2,720.4,618.1,7.0
p7,2036,109.4,109.4,794.6,685.2,7.3
p7,2037,116.8,116.8,874.4,757.6,7.5
p7,2038,124.4,124.4,960.0,835.6,7.7
p7,2039,132.1,132.1,1051.9,919.8,8.0
p7,2040,140.0,140.0,1150.6,1010.6,8.2
p7,2041,146.3,146.3,1232.2,1085.9,8.4
p7,2042,152.7,152.7,1318.4,1165.7,8.6
p7,2043,159.2,159.2,1409.5,1250.3,8.9
p7,2044,165.9,165.9,1505.8,1339.9,9.1
p7,2045,172.6,172.6,1607.5,1434.9,9.3
p7,2046,179.5,179.5,1715.0,1535.5,9.6
p7,2047,186.6,186.6,1828.6,1642.1,9.8
p7,2048,193.8,193.8,1948.7,1754.9,10.1
p7,2049,201.1,201.1,2075.5,1874.4,10.3
p7,2050,208.5,208.5,2209.5,2001.0,10.6
p70,2023,0.0,0.0,0.0,0.0,
p70,2024,120.8,120.8,609.0,488.2,5.0
p70,2025,245.2,245.2,1269.7,1024.5,5.2
p70,2026,373.1,373.1,1986.4,1613.3,5.3
p70,2027,504.8,504.8,2764.0,2259.1,5.5
p70,2028,640.3,640.3,3607.5,2967.2,5.6
p70,2029,779.8,779.8,4522.7,3742.9,5.8
p70,2030,923.3,923.3,5515.6,4592.2,6.0
p70,2031,1002.2,1002.2,6090.9,5088.7,6.1
p70,2032,1082.4,1082.4,6692.4,5610.0,6.2
p70,2033,1163.7,1163.7,7321.1,6157.4,6.3
p70,2034,1246.4,1246.4,7978.3,6731.9,6.4
p70,2035,1330.3,1330.3,8665.3,7335.0,6.5
p70,2036,1415.5,1415.5,9383.5,7968.0,6.6
p70,2037,1502.1,1502.1,10134.2,8632.1,6.7
p70,2038,1590.0,1590.0,10919.0,9329.0,6.9
p70,2039,1679.3,1679.3,11739.3,10060.1,7.0
p70,2040,1769.9,1769.9,12596.9,10827.0,7.1
p70,2041,1840.1,1840.1,13280.6,11440.4,7.2
p70,2042,1911.2,1911.2,13987.9,12076.7,7.3
p70,2043,1983.1,1983.1,14719.7,12736.6,7.4
p70,2044,2055.8,2055.8,15476.8,13421.0,7.5
p70,2045,2129.4,2129.4,16260.1,14130.6,7.6
p70,2046,2203.9,2203.9,17070.5,14866.5,7.7
p70,2047,2279.3,2279.3,17908.8,15629.6,7.9
p70,2048,2355.5,2355.5,18776.2,16420.7,8.0
p70,2049,2432.7,2432.7,19673.6,17240.9,8.1
p70,2050,2510.8,2510.8,20602.0,18091.2,8.2
p71,2023,0.0,0.0,0.0,0.0,
p71,2024,0.8,0.8,4.3,3.5,5.4
p71,2025,1.6,1.6,8.6,7.0,5.4
p71,2026,2.4,2.4,13.0,10.6,5.4
p71,2027,3.2,3.2,17.4,14.2,5.4
p71,2028,4.0,4.0,21.9,17.9,5.4
p71,2029,4.9,4.9,26.4,21.6,5.5
p71,2030,5.7,5.7,31.0,25.3,5.5
p71,2031,6.1,6.1,33.5,27.4,5.5
p71,2032,6.5,6.5,35.9,29.4,5.5
p71,2033,7.0,7.0,38.4,31.4,5.5
p71,2034,7.4,7.4,40.8,33.4,5.5
p71,2035,7.8,7.8,43.3,35.5,5.5
p71,2036,8.3,8.3,45.8,37.6,5.5
p71,2037,8.7,8.7,48.4,39.7,5.5
p71,2038,9.2,9.2,50.9,41.8,5.6
p71,2039,9.6,9.6,53.5,43.9,5.6
p71,2040,10.0,10.0,56.0,46.0,5.6
p71,2041,10.4,10.4,58.0,47.6,5.6
p71,2042,10.7,10.7,59.9,49.2,5.6
p71,2043,11.0,11.0,61.9,50.8,5.6
p71,2044,11.4,11.4,63.8,52.5,5.6
p71,2045,11.7,11.7,65.8,54.1,5.6
p71,2046,12.0,12.0,67.8,55.8,5.6
p71,2047,12.4,12.4,69.8,57.4,5.6
p71,2048,12.7,12.7,71.8,59.1,5.7
p71,2049,13.0,13.0,73.8,60.8,5.7
p71,2050,13.4,13.4,75.8,62.4,5.7
p72,2023,0.0,0.0,0.0,0.0,
p72,2024,18.7,18.7,100.3,81.6,5.4
p72,2025,37.5,37.5,201.8,164.3,5.4
p72,2026,56.4,56.4,304.5,248.1,5.4
p72,2027,75.3,75.3,408.4,333.1,5.4
p72,2028,94.4,94.4,513.6,419.2,5.4
p72,2029,113.5,113.5,620.0,506.5,5.5
p72,2030,132.7,132.7,727.7,595.0,5.5
p72,2031,142.8,142.8,785.0,642.2,5.5
p72,2032,153.0,153.0,842.7,689.8,5.5
p72,2033,163.1,163.1,900.8,737.7,5.5
p72,2034,173.3,173.3,959.2,785.9,5.5
p72,2035,183.6,183.6,1018.0,834.5,5.5
p72,2036,193.8,193.8,1077.2,883.4,5.6
p72,2037,204.1,204.1,1136.8,932.7,5.6
p72,2038,214.4,214.4,1196.7,982.3,5.6
p72,2039,224.7,224.7,1257.0,1032.3,5.6
p72,2040,235.0,235.0,1317.6,1082.6,5.6
p72,2041,242.8,242.8,1363.5,1120.7,5.6
p72,2042,250.6,250.6,1409.7,1159.0,5.6
p72,2043,258.4,258.4,1456.0,1197.6,5.6
p72,2044,266.3,266.3,1502.5,1236.3,5.6
p72,2045,274.1,274.1,1549.3,1275.2,5.7
p72,2046,281.9,281.9,1596.3,1314.4,5.7
p72,2047,289.8,289.8,1643.5,1353.7,5.7
p72,2048,297.7,297.7,1691.0,1393.3,5.7
p72,2049,305.6,305.6,1738.6,1433.1,5.7
p72,2050,313.5,313.5,1786.5,1473.0,5.7
p73,2023,0.0,0.0,0.0,0.0,
p73,2024,1.2,1.2,6.4,5.2,5.4
p73,2025,2.4,2.4,12.9,10.5,5.4
p73,2026,3.6,3.6,19.5,15.9,5.4
p73,2027,4.8,4.8,26.1,21.3,5.4
p73,2028,6.0,6.0,32.9,26.8,5.4
p73,2029,7.3,7.3,39.7,32.4,5.5
p73,2030,8.5,8.5,46.5,38.0,5.5
p73,2031,9.1,9.1,50.2,41.1,5.5
p73,2032,9.8,9.8,53.9,44.1,5.5
p73,2033,10.4,10.4,57.6,47.2,5.5
p73,2034,11.1,11.1,61.3,50.2,5.5
p73,2035,11.8,11.8,65.1,53.3,5.5
p73,2036,12.4,12.4,68.9,56.5,5.6
p73,2037,13.1,13.1,72.7,59.6,5.6
p73,2038,13.7,13.7,76.5,62.8,5.6
p73,2039,14.4,14.4,80.3,66.0,5.6
p73,2040,15.0,15.0,84.2,69.2,5.6
p73,2041,15.5,15.5,87.1,71.6,5.6
p73,2042,16.0,16.0,90.1,74.0,5.6
p73,2043,16.5,16.5,93.0,76.5,5.6
p73,2044,17.0,17.0,96.0,79.0,5.6
p73,2045,17.5,17.5,99.0,81.5,5.6
p73,2046,18.0,18.0,102.0,83.9,5.7
p73,2047,18.5,18.5,105.0,86.5,5.7
p73,2048,19.1,19.1,108.0,89.0,5.7
p73,2049,19.6,19.6,111.1,91.5,5.7
p73,2050,20.1,20.1,114.1,94.1,5.7
p74,2023,0.0,0.0,0.0,0.0,
p74,2024,0.5,0.5,2.6,2.1,5.2
p74,2025,1.0,1.0,5.1,4.1,5.2
p74,2026,1.5,1.5,7.7,6.2,5.2
p74,2027,2.0,2.0,10.3,8.3,5.2
p74,2028,2.5,2.5,12.9,10.4,5.2
p74,2029,3.0,3.0,15.6,12.6,5.2
p74,2030,3.5,3.5,18.2,14.7,5.2
p74,2031,3.7,3.7,19.6,15.9,5.2
p74,2032,4.0,4.0,21.0,17.0,5.2
p74,2033,4.3,4.3,22.4,18.2,5.3
p74,2034,4.5,4.5,23.8,19.3,5.3
p74,2035,4.8,4.8,25.3,20.5,5.3
p74,2036,5.1,5.1,26.7,21.6,5.3
p74,2037,5.3,5.3,28.1,22.8,5.3
p74,2038,5.6,5.6,29.6,24.0,5.3
p74,2039,5.9,5.9,31.0,25.1,5.3
p74,2040,6.1,6.1,32.4,26.3,5.3
p74,2041,6.3,6.3,33.5,27.2,5.3
p74,2042,6.5,6.5,34.6,28.1,5.3
p74,2043,6.7,6.7,35.7,29.0,5.3
p74,2044,6.9,6.9,36.8,29.9,5.3
p74,2045,7.1,7.1,37.9,30.8,5.3
p74,2046,7.3,7.3,39.0,31.7,5.3
p74,2047,7.5,7.5,40.1,32.6,5.3
p74,2048,7.7,7.7,41.2,33.5,5.3
p74,2049,7.9,7.9,42.3,34.4,5.3
p74,2050,8.1,8.1,43.4,35.3,5.3
p75,2023,0.0,0.0,0.0,0.0,
p75,2024,5.0,5.0,25.4,20.4,5.1
p75,2025,10.0,10.0,51.2,41.2,5.1
p75,2026,15.1,15.1,77.2,62.2,5.1
p75,2027,20.1,20.1,103.6,83.5,5.1
p75,2028,25.2,25.2,130.3,105.0,5.2
p75,2029,30.3,30.3,157.2,126.9,5.2
p75,2030,35.5,35.5,184.6,149.1,5.2
p75,2031,38.2,38.2,199.1,160.9,5.2
p75,2032,40.9,40.9,213.7,172.9,5.2
p75,2033,43.6,43.6,228.5,184.9,5.2
p75,2034,46.3,46.3,243.3,196.9,5.3
p75,2035,49.1,49.1,258.2,209.1,5.3
p75,2036,51.8,51.8,273.2,221.4,5.3
p75,2037,54.5,54.5,288.3,233.7,5.3
p75,2038,57.3,57.3,303.5,246.2,5.3
p75,2039,60.0,60.0,318.7,258.7,5.3
p75,2040,62.8,62.8,334.1,271.3,5.3
p75,2041,64.9,64.9,345.7,280.9,5.3
p75,2042,67.0,67.0,357.4,290.5,5.3
p75,2043,69.1,69.1,369.2,300.1,5.3
p75,2044,71.1,71.1,381.0,309.8,5.4
p75,2045,73.2,73.2,392.8,319.6,5.4
p75,2046,75.3,75.3,404.7,329.4,5.4
p75,2047,77.4,77.4,416.7,339.3,5.4
p75,2048,79.5,79.5,428.7,349.2,5.4
p75,2049,81.6,81.6,440.8,359.1,5.4
p75,2050,83.8,83.8,452.9,369.2,5.4
p76,2023,0.0,0.0,0.0,0.0,
p76,2024,6.0,6.0,30.7,24.7,5.1
p76,2025,12.1,12.1,61.8,49.7,5.1
p76,2026,18.2,18.2,93.3,75.1,5.1
p76,2027,24.3,24.3,125.2,100.9,5.2
p76,2028,30.4,30.4,157.5,127.1,5.2
p76,2029,36.6,36.6,190.3,153.6,5.2
p76,2030,42.8,42.8,223.4,180.6,5.2
p76,2031,46.1,46.1,241.1,195.0,5.2
p76,2032,49.4,49.4,258.9,209.6,5.2
p76,2033,52.7,52.7,276.9,224.2,5.3
p76,2034,56.0,56.0,294.9,239.0,5.3
p76,2035,59.3,59.3,313.1,253.9,5.3
p76,2036,62.6,62.6,331.4,268.9,5.3
p76,2037,65.9,65.9,349.9,284.0,5.3
p76,2038,69.2,69.2,368.5,299.2,5.3
p76,2039,72.6,72.6,387.1,314.6,5.3
p76,2040,75.9,75.9,406.0,330.0,5.3
p76,2041,78.5,78.5,420.2,341.8,5.4
p76,2042,81.0,81.0,434.5,353.6,5.4
p76,2043,83.5,83.5,448.9,365.4,5.4
p76,2044,86.1,86.1,463.4,377.4,5.4
p76,2045,88.6,88.6,478.0,389.4,5.4
p76,2046,91.1,91.1,492.6,401.5,5.4
p76,2047,93.7,93.7,507.3,413.6,5.4
p76,2048,96.2,96.2,522.1,425.8,5.4
p76,2049,98.8,98.8,536.9,438.1,5.4
p76,2050,101.4,101.4,551.8,450.5,5.4
p77,2023,0.0,0.0,0.0,0.0,
p77,2024,1.7,1.7,8.7,7.0,5.1
p77,2025,3.4,3.4,17.6,14.2,5.1
p77,2026,5.2,5.2,26.6,21.4,5.1
p77,2027,6.9,6.9,35.7,28.8,5.2
p77,2028,8.7,8.7,44.9,36.3,5.2
p77,2029,10.4,10.4,54.3,43.9,5.2
p77,2030,12.2,12.2,63.8,51.7,5.2
p77,2031,13.1,13.1,68.9,55.8,5.3
p77,2032,14.1,14.1,74.1,60.0,5.3
p77,2033,15.0,15.0,79.2,64.2,5.3
p77,2034,15.9,15.9,84.4,68.5,5.3
p77,2035,16.9,16.9,89.7,72.8,5.3
p77,2036,17.8,17.8,94.9,77.1,5.3
p77,2037,18.8,18.8,100.3,81.5,5.3
p77,2038,19.7,19.7,105.6,85.9,5.3
p77,2039,20.7,20.7,111.0,90.3,5.4
p77,2040,21.7,21.7,116.5,94.8,5.4
p77,2041,22.4,22.4,120.6,98.2,5.4
p77,2042,23.1,23.1,124.8,101.6,5.4
p77,2043,23.8,23.8,128.9,105.1,5.4
p77,2044,24.6,24.6,133.1,108.6,5.4
p77,2045,25.3,25.3,137.3,112.1,5.4
p77,2046,26.0,26.0,141.6,115.6,5.4
p77,2047,26.7,26.7,145.9,119.1,5.5
p77,2048,27.5,27.5,150.2,122.7,5.5
p77,2049,28.2,28.2,154.5,126.3,5.5
p77,2050,28.9,28.9,158.8,129.9,5.5
p78,2023,0.0,0.0,0.0,0.0,
p78,2024,4.5,4.5,22.8,18.3,5.1
p78,2025,9.0,9.0,45.9,36.9,5.1
p78,2026,13.5,13.5,69.3,55.8,5.1
p78,2027,18.0,18.0,93.1,75.1,5.2
p78,2028,22.6,22.6,117.3,94.7,5.2
p78,2029,27.2,27.2,141.8,114.6,5.2
p78,2030,31.8,31.8,166.7,134.9,5.2
p78,2031,34.3,34.3,180.0,145.7,5.3
p78,2032,36.7,36.7,193.4,156.7,5.3
p78,2033,39.2,39.2,206.9,167.7,5.3
p78,2034,41.6,41.6,220.5,178.9,5.3
p78,2035,44.1,44.1,234.2,190.1,5.3
p78,2036,46.6,46.6,248.0,201.4,5.3
p78,2037,49.0,49.0,261.9,212.9,5.3
p78,2038,51.5,51.5,276.0,224.4,5.4
p78,2039,54.0,54.0,290.1,236.1,5.4
p78,2040,56.5,56.5,304.4,247.8,5.4
p78,2041,58.4,58.4,315.2,256.8,5.4
p78,2042,60.3,60.3,326.1,265.7,5.4
