GENERATION_PROJECT,PERIOD,gen_fixed_om_by_period,gen_variable_om_by_period,gen_storage_energy_fixed_om_by_period
p67_offshorewind_class12_moderate_floating_0_2,2030,2135.5,.,.
p68_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p68_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p68_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p68_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p68_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p68_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p68_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p69_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p69_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p69_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p69_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p69_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p69_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p69_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p70_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p70_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p70_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p70_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p70_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p70_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p70_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p71_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p71_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p71_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p71_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p71_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p71_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p71_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p72_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p72_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p72_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p72_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p72_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p72_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p72_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p73_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p73_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p73_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p73_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p73_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p73_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p73_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p74_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p74_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p74_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p74_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p74_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p74_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p74_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p74_offshorewind_class3_moderate_fixed_1_1,2030,341.666666666672,.,.
p74_offshorewind_class3_moderate_fixed_1_2,2030,341.666666666672,.,.
p74_offshorewind_class3_moderate_fixed_0_1,2030,341.666666666672,.,.
p74_offshorewind_class3_moderate_fixed_0_2,2030,341.666666666672,.,.
p74_offshorewind_class12_moderate_floating_0_1,2030,2135.5,.,.
p74_offshorewind_class12_moderate_floating_0_2,2030,2135.5,.,.
p75_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p75_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p75_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p75_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p75_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p75_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p75_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p75_offshorewind_class3_moderate_fixed_1_1,2030,341.666666666672,.,.
p75_offshorewind_class3_moderate_fixed_1_2,2030,341.666666666672,.,.
p75_offshorewind_class3_moderate_fixed_0_1,2030,341.666666666672,.,.
p75_offshorewind_class3_moderate_fixed_0_2,2030,341.666666666672,.,.
p75_offshorewind_class12_moderate_floating_0_1,2030,2135.5,.,.
p75_offshorewind_class12_moderate_floating_0_2,2030,2135.5,.,.
p76_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p76_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p76_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p76_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p76_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p76_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p76_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p76_offshorewind_class3_moderate_fixed_1_1,2030,341.666666666672,.,.
p76_offshorewind_class3_moderate_fixed_1_2,2030,341.666666666672,.,.
p76_offshorewind_class3_moderate_fixed_0_1,2030,341.666666666672,.,.
p76_offshorewind_class3_moderate_fixed_0_2,2030,341.666666666672,.,.
p76_offshorewind_class12_moderate_floating_0_1,2030,2135.5,.,.
p76_offshorewind_class12_moderate_floating_0_2,2030,2135.5,.,.
p77_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p77_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p77_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p77_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p77_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p77_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p77_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p78_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p78_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p78_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p78_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p78_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p78_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p78_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p79_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p79_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p79_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p79_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p79_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p79_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p79_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p79_offshorewind_class3_moderate_fixed_1_1,2030,341.666666666672,.,.
p79_offshorewind_class3_moderate_fixed_1_2,2030,341.666666666672,.,.
p79_offshorewind_class3_moderate_fixed_0_1,2030,341.666666666672,.,.
p79_offshorewind_class3_moderate_fixed_0_2,2030,341.666666666672,.,.
p79_offshorewind_class12_moderate_floating_0_1,2030,2135.5,.,.
p79_offshorewind_class12_moderate_floating_0_2,2030,2135.5,.,.
p80_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p80_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p80_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p80_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p80_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p80_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p80_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p80_offshorewind_class3_moderate_fixed_1_1,2030,341.666666666672,.,.
p80_offshorewind_class3_moderate_fixed_1_2,2030,341.666666666672,.,.
p80_offshorewind_class3_moderate_fixed_0_1,2030,341.666666666672,.,.
p80_offshorewind_class3_moderate_fixed_0_2,2030,341.666666666672,.,.
p80_offshorewind_class12_moderate_floating_0_1,2030,2135.5,.,.
p80_offshorewind_class12_moderate_floating_0_2,2030,2135.5,.,.
p81_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p81_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p81_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p81_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p81_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p81_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p81_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p82_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p82_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p82_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p82_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p82_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p82_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p82_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p83_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p83_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p83_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p83_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p83_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p83_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p83_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p84_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p84_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p84_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p84_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p84_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p84_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p84_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p85_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p85_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p85_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p85_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p85_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p85_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p85_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p86_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p86_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p86_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p86_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p86_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p86_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p86_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p87_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p87_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p87_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p87_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p87_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p87_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p87_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p88_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p88_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p88_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p88_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p88_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p88_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p88_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p89_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p89_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p89_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p89_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p89_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p89_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p89_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p90_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p90_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p90_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p90_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p90_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p90_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p90_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p90_offshorewind_class3_moderate_fixed_1_1,2030,341.666666666672,.,.
p90_offshorewind_class3_moderate_fixed_1_2,2030,341.666666666672,.,.
p90_offshorewind_class3_moderate_fixed_0_1,2030,341.666666666672,.,.
p90_offshorewind_class3_moderate_fixed_0_2,2030,341.666666666672,.,.
p90_offshorewind_class12_moderate_floating_0_1,2030,2135.5,.,.
p90_offshorewind_class12_moderate_floating_0_2,2030,2135.5,.,.
p91_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p91_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p91_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p91_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p91_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p91_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p91_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p91_offshorewind_class3_moderate_fixed_1_1,2030,341.666666666672,.,.
p91_offshorewind_class3_moderate_fixed_1_2,2030,341.666666666672,.,.
p91_offshorewind_class3_moderate_fixed_0_1,2030,341.666666666672,.,.
p91_offshorewind_class3_moderate_fixed_0_2,2030,341.666666666672,.,.
p91_offshorewind_class12_moderate_floating_0_1,2030,2135.5,.,.
p91_offshorewind_class12_moderate_floating_0_2,2030,2135.5,.,.
p92_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p92_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p92_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p92_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p92_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p92_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p92_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p93_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p93_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p93_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p93_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p93_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p93_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p93_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p94_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p94_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p94_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p94_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p94_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p94_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p94_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p95_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p95_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p95_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p95_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p95_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p95_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p95_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p95_offshorewind_class3_moderate_fixed_1_1,2030,341.666666666672,.,.
p95_offshorewind_class3_moderate_fixed_1_2,2030,341.666666666672,.,.
p95_offshorewind_class3_moderate_fixed_0_1,2030,341.666666666672,.,.
p95_offshorewind_class3_moderate_fixed_0_2,2030,341.666666666672,.,.
p95_offshorewind_class12_moderate_floating_0_1,2030,2135.5,.,.
p95_offshorewind_class12_moderate_floating_0_2,2030,2135.5,.,.
p96_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p96_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p96_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p96_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p96_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p96_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p96_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p97_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p97_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p97_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p97_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p97_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p97_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p97_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p97_offshorewind_class3_moderate_fixed_1_1,2030,341.666666666672,.,.
p97_offshorewind_class3_moderate_fixed_1_2,2030,341.666666666672,.,.
p97_offshorewind_class3_moderate_fixed_0_1,2030,341.666666666672,.,.
p97_offshorewind_class3_moderate_fixed_0_2,2030,341.666666666672,.,.
p97_offshorewind_class12_moderate_floating_0_1,2030,2135.5,.,.
p97_offshorewind_class12_moderate_floating_0_2,2030,2135.5,.,.
p98_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p98_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p98_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p98_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p98_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p98_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p98_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p98_offshorewind_class3_moderate_fixed_1_1,2030,341.666666666672,.,.
p98_offshorewind_class3_moderate_fixed_1_2,2030,341.666666666672,.,.
p98_offshorewind_class3_moderate_fixed_0_1,2030,341.666666666672,.,.
p98_offshorewind_class3_moderate_fixed_0_2,2030,341.666666666672,.,.
p98_offshorewind_class12_moderate_floating_0_1,2030,2135.5,.,.
p98_offshorewind_class12_moderate_floating_0_2,2030,2135.5,.,.
p99_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p99_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p99_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p99_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p99_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p99_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p99_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p99_offshorewind_class3_moderate_fixed_1_1,2030,341.666666666672,.,.
p99_offshorewind_class3_moderate_fixed_1_2,2030,341.666666666672,.,.
p99_offshorewind_class3_moderate_fixed_0_1,2030,341.666666666672,.,.
p99_offshorewind_class3_moderate_fixed_0_2,2030,341.666666666672,.,.
p99_offshorewind_class12_moderate_floating_0_1,2030,2135.5,.,.
p99_offshorewind_class12_moderate_floating_0_2,2030,2135.5,.,.
p100_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p100_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p100_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p100_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p100_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p100_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p100_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p101_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p101_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p101_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p101_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p101_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p101_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p101_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p101_offshorewind_class3_moderate_fixed_1_1,2030,341.666666666672,.,.
p101_offshorewind_class3_moderate_fixed_1_2,2030,341.666666666672,.,.
p101_offshorewind_class3_moderate_fixed_0_1,2030,341.666666666672,.,.
p101_offshorewind_class3_moderate_fixed_0_2,2030,341.666666666672,.,.
p101_offshorewind_class12_moderate_floating_0_1,2030,2135.5,.,.
p101_offshorewind_class12_moderate_floating_0_2,2030,2135.5,.,.
p102_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p102_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p102_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p102_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p102_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p102_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p102_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p102_offshorewind_class3_moderate_fixed_1_1,2030,341.666666666672,.,.
p102_offshorewind_class3_moderate_fixed_1_2,2030,341.666666666672,.,.
p102_offshorewind_class3_moderate_fixed_0_1,2030,341.666666666672,.,.
p102_offshorewind_class3_moderate_fixed_0_2,2030,341.666666666672,.,.
p102_offshorewind_class12_moderate_floating_0_1,2030,2135.5,.,.
p102_offshorewind_class12_moderate_floating_0_2,2030,2135.5,.,.
p103_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p103_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p103_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p103_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p103_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p103_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p103_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p103_offshorewind_class3_moderate_fixed_1_1,2030,341.666666666672,.,.
p103_offshorewind_class3_moderate_fixed_1_2,2030,341.666666666672,.,.
p103_offshorewind_class3_moderate_fixed_0_1,2030,341.666666666672,.,.
p103_offshorewind_class3_moderate_fixed_0_2,2030,341.666666666672,.,.
p103_offshorewind_class12_moderate_floating_0_1,2030,2135.5,.,.
p103_offshorewind_class12_moderate_floating_0_2,2030,2135.5,.,.
p104_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p104_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p104_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p104_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p104_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p104_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p104_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p105_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p105_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p105_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p105_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p105_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p105_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p105_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p106_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p106_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p106_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p106_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p106_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p106_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p106_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
