GENERATION_PROJECT,PERIOD,gen_fixed_om_by_period,gen_variable_om_by_period,gen_storage_energy_fixed_om_by_period
p48_other_peaker_1,2030,.,-0.04,.
p50_conventional_steam_coal_1,2030,-161,.,.
p50_conventional_steam_coal_2,2030,-161.666666666672,.,.
p50_natural_gas_fired_combustion_turbine_1,2030,-24,.,.
p51_conventional_steam_coal_1,2030,-161,.,.
p52_conventional_steam_coal_1,2030,-161.333333333328,.,.
p53_conventional_steam_coal_1,2030,-161.333333333328,.,.
p53_conventional_steam_coal_2,2030,-161,.,.
p54_conventional_steam_coal_1,2030,-161,.,.
p54_conventional_steam_coal_2,2030,-161.333333333328,.,.
p54_other_peaker_1,2030,.,-0.086666666666666,.
p55_conventional_steam_coal_1,2030,-161,.,.
p55_conventional_steam_coal_2,2030,-161.666666666672,.,.
p55_natural_gas_fired_combustion_turbine_1,2030,-137.666666666666,.,.
p56_conventional_steam_coal_1,2030,-161.666666666672,.,.
p57_conventional_steam_coal_1,2030,-161.333333333328,.,.
p57_conventional_steam_coal_2,2030,-161,.,.
p58_conventional_steam_coal_1,2030,-161.666666666672,.,.
p58_conventional_steam_coal_2,2030,-161,.,.
p58_other_peaker_1,2030,.,-0.143333333333333,.
p59_natural_gas_fired_combustion_turbine_1,2030,-136.333333333334,.,.
p59_other_peaker_1,2030,.,1.06666666666667,.
p63_conventional_steam_coal_1,2030,-161.666666666672,.,.
p63_conventional_steam_coal_2,2030,-161.666666666672,.,.
p64_conventional_steam_coal_1,2030,-161,.,.
p64_conventional_steam_coal_2,2030,-161.333333333328,.,.
p65_conventional_steam_coal_1,2030,-161,.,.
p65_conventional_steam_coal_2,2030,-161.666666666672,.,.
p65_other_peaker_1,2030,.,0.0233333333333334,.
p66_other_peaker_1,2030,.,0.00333333333333297,.
p67_conventional_steam_coal_1,2030,-161,.,.
p67_conventional_steam_coal_2,2030,-161.666666666672,.,.
p70_conventional_steam_coal_1,2030,-161.333333333328,.,.
p70_conventional_steam_coal_2,2030,-161.666666666672,.,.
p70_natural_gas_fired_combustion_turbine_1,2030,-33,.,.
p72_conventional_steam_coal_1,2030,-161,.,.
p72_conventional_steam_coal_2,2030,-161.666666666672,.,.
p74_conventional_steam_coal_1,2030,-161.333333333328,.,.
p75_conventional_steam_coal_1,2030,-161,.,.
p75_conventional_steam_coal_2,2030,-161,.,.
p76_conventional_steam_coal_1,2030,-161.333333333328,.,.
p79_conventional_steam_coal_1,2030,-161,.,.
p79_conventional_steam_coal_2,2030,-161.333333333328,.,.
p81_conventional_steam_coal_1,2030,-161.333333333328,.,.
p81_conventional_steam_coal_2,2030,-161,.,.
p82_conventional_steam_coal_1,2030,-161,.,.
p82_conventional_steam_coal_2,2030,-161.666666666672,.,.
p83_conventional_steam_coal_1,2030,-161.333333333328,.,.
p84_conventional_steam_coal_1,2030,-161.666666666672,.,.
p84_conventional_steam_coal_2,2030,-161.333333333328,.,.
p85_conventional_steam_coal_1,2030,-161,.,.
p85_conventional_steam_coal_2,2030,-161.333333333328,.,.
p87_other_peaker_1,2030,.,0.0633333333333335,.
p88_conventional_steam_coal_1,2030,-161,.,.
p89_conventional_steam_coal_1,2030,-161.666666666672,.,.
p89_conventional_steam_coal_2,2030,-161,.,.
p90_conventional_steam_coal_1,2030,-161,.,.
p90_conventional_steam_coal_2,2030,-161.333333333328,.,.
p92_conventional_steam_coal_2,2030,-100,.,.
p92_natural_gas_fired_combustion_turbine_1,2030,-10,.,.
p93_conventional_steam_coal_1,2030,-161,.,.
p93_conventional_steam_coal_2,2030,-209,.,.
p94_conventional_steam_coal_1,2030,-161,.,.
p94_conventional_steam_coal_2,2030,-161,.,.
p96_conventional_steam_coal_2,2030,-161,.,.
p96_petroleum_liquids_1,2030,.,0.723333333333333,.
p97_conventional_steam_coal_1,2030,-161,.,.
p97_conventional_steam_coal_2,2030,-83.3333333333285,.,.
p97_other_peaker_1,2030,.,0.00999999999999979,.
p98_conventional_steam_coal_1,2030,-161,.,.
p98_conventional_steam_coal_2,2030,-161,.,.
p99_conventional_steam_coal_1,2030,-161.333333333328,.,.
p99_conventional_steam_coal_2,2030,-161,.,.
p1_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p1_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p1_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p1_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p1_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p1_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p1_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p1_offshorewind_class3_moderate_fixed_1_1,2030,341.666666666672,.,.
p1_offshorewind_class3_moderate_fixed_1_2,2030,341.666666666672,.,.
p1_offshorewind_class3_moderate_fixed_0_1,2030,341.666666666672,.,.
p1_offshorewind_class3_moderate_fixed_0_2,2030,341.666666666672,.,.
p1_offshorewind_class12_moderate_floating_0_1,2030,2135.5,.,.
p1_offshorewind_class12_moderate_floating_0_2,2030,2135.5,.,.
p2_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p2_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p2_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p2_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p2_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p2_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p2_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p3_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p3_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p3_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p3_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p3_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p3_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p3_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p4_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p4_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p4_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p4_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p4_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p4_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p4_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p5_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p5_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p5_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p5_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p5_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p5_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p5_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p5_offshorewind_class3_moderate_fixed_1_1,2030,341.666666666672,.,.
p5_offshorewind_class3_moderate_fixed_1_2,2030,341.666666666672,.,.
p5_offshorewind_class3_moderate_fixed_0_1,2030,341.666666666672,.,.
p5_offshorewind_class3_moderate_fixed_0_2,2030,341.666666666672,.,.
p5_offshorewind_class12_moderate_floating_0_1,2030,2135.5,.,.
p5_offshorewind_class12_moderate_floating_0_2,2030,2135.5,.,.
p6_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p6_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p6_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p6_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p6_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p6_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p6_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p7_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p7_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p7_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p7_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p7_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p7_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p7_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p8_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p8_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p8_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p8_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p8_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p8_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p8_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p9_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p9_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p9_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p9_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p9_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p9_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p9_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p9_offshorewind_class3_moderate_fixed_1_1,2030,341.666666666672,.,.
p9_offshorewind_class3_moderate_fixed_1_2,2030,341.666666666672,.,.
p9_offshorewind_class3_moderate_fixed_0_1,2030,341.666666666672,.,.
p9_offshorewind_class3_moderate_fixed_0_2,2030,341.666666666672,.,.
p9_offshorewind_class12_moderate_floating_0_1,2030,2135.5,.,.
p9_offshorewind_class12_moderate_floating_0_2,2030,2135.5,.,.
p10_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p10_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p10_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p10_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p10_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p10_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p10_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p10_offshorewind_class3_moderate_fixed_1_1,2030,341.666666666672,.,.
p10_offshorewind_class3_moderate_fixed_1_2,2030,341.666666666672,.,.
p10_offshorewind_class3_moderate_fixed_0_1,2030,341.666666666672,.,.
p10_offshorewind_class3_moderate_fixed_0_2,2030,341.666666666672,.,.
p10_offshorewind_class12_moderate_floating_0_1,2030,2135.5,.,.
p10_offshorewind_class12_moderate_floating_0_2,2030,2135.5,.,.
p11_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p11_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p11_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p11_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p11_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p11_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p11_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p11_offshorewind_class3_moderate_fixed_1_1,2030,341.666666666672,.,.
p11_offshorewind_class3_moderate_fixed_1_2,2030,341.666666666672,.,.
p11_offshorewind_class3_moderate_fixed_0_1,2030,341.666666666672,.,.
p11_offshorewind_class3_moderate_fixed_0_2,2030,341.666666666672,.,.
p11_offshorewind_class12_moderate_floating_0_1,2030,2135.5,.,.
p11_offshorewind_class12_moderate_floating_0_2,2030,2135.5,.,.
p12_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p12_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p12_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p12_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p12_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p12_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p12_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p13_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p13_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p13_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p13_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p13_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p13_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p13_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p14_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p14_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p14_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p14_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p14_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p14_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p14_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p15_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p15_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p15_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p15_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p15_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p15_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p15_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p16_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p16_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p16_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p16_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p16_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p16_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p16_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p17_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p17_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p17_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p17_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p17_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p17_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p17_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p18_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p18_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p18_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p18_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p18_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p18_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p18_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p19_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p19_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p19_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p19_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p19_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p19_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p19_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p20_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p20_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p20_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p20_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p20_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p20_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p20_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p21_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p21_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p21_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p21_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p21_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p21_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p21_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p22_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p22_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p22_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p22_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p22_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p22_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p22_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p23_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p23_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p23_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p23_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p23_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p23_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p23_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p24_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p24_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p24_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p24_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p24_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p24_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p24_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p25_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p25_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p25_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p25_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
p25_landbasedwind_class3_moderate_2,2030,-68.6666666666679,.,.
p25_utilitypv_class1_moderate_1,2030,207.666666666668,.,.
p25_utilitypv_class1_moderate_2,2030,207.666666666668,.,.
p26_naturalgas_1on1_combined_cycle_hframe_moderate_0,2030,381.333333333336,0.00666666666666682,.
p26_naturalgas_combustion_turbine_fframe_moderate_0,2030,52.3333333333321,.,.
p26_utilityscale_battery_storage_lithium_ion_advanced_0,2030,-83.333333333333,.,-99.666666666667
p26_landbasedwind_class3_moderate_1,2030,-68.6666666666679,.,.
