GENERATION_PROJECT,build_year,build_gen_predetermined,build_gen_energy_predetermined
p50_natural_gas_fired_combustion_turbine_1,2027,448,.
p50_onshore_wind_turbine_1,2003,176.3,.
p50_onshore_wind_turbine_1,2005,298.4,.
p50_onshore_wind_turbine_1,2006,120,.
p50_onshore_wind_turbine_1,2007,94.5,.
p50_onshore_wind_turbine_1,2008,141.9,.
p50_onshore_wind_turbine_1,2009,299.1,.
p50_onshore_wind_turbine_1,2010,350.2,.
p50_onshore_wind_turbine_1,2011,330.6,.
p50_onshore_wind_turbine_1,2012,1197.8,.
p50_onshore_wind_turbine_1,2014,646.6,.
p50_onshore_wind_turbine_1,2015,571.8,.
p50_onshore_wind_turbine_1,2016,1442.7,.
p50_onshore_wind_turbine_1,2017,850.7,.
p50_onshore_wind_turbine_1,2018,575.9,.
p50_onshore_wind_turbine_1,2019,100,.
p50_onshore_wind_turbine_1,2020,950.1,.
p50_onshore_wind_turbine_1,2021,1097.1,.
p50_onshore_wind_turbine_1,2022,1302.2,.
p50_onshore_wind_turbine_1,2023,651.2,.
p50_onshore_wind_turbine_1,2024,403,.
p50_onshore_wind_turbine_1,2025,367.5,.
p50_other_peaker_1,1936,1.2,.
p50_other_peaker_1,1939,0.6,.
p50_other_peaker_1,1949,5,.
p50_other_peaker_1,1952,56,.
p50_other_peaker_1,1954,80.6,.
p50_other_peaker_1,1956,5.6,.
p50_other_peaker_1,1959,1.2,.
p50_other_peaker_1,1964,57.5,.
p50_other_peaker_1,1965,5.6,.
p50_other_peaker_1,1967,311,.
p50_other_peaker_1,1968,132,.
p50_other_peaker_1,1969,378.6,.
p50_other_peaker_1,1970,3,.
p50_other_peaker_1,1971,500,.
p50_other_peaker_1,1972,4,.
p50_other_peaker_1,1973,513,.
p50_other_peaker_1,1975,648.5,.
p50_other_peaker_1,1985,4.3,.
p50_other_peaker_1,1988,6.3,.
p50_other_peaker_1,2006,3.9,.
p50_other_peaker_1,2016,55.8,.
p50_other_peaker_1,2019,51.3,.
p50_other_peaker_1,2023,10,.
p50_petroleum_liquids_1,1963,4,.
p50_petroleum_liquids_1,2001,1.8,.
p50_petroleum_liquids_1,2006,4,.
p50_petroleum_liquids_1,2010,5,.
p50_petroleum_liquids_1,2012,2.5,.
p50_small_hydroelectric_1,1989,9.18359691808597,.
p50_solar_photovoltaic_1,2015,2.5,.
p50_solar_photovoltaic_1,2017,18,.
p50_solar_photovoltaic_1,2018,10,.
p50_solar_photovoltaic_1,2020,10,.
p50_solar_photovoltaic_1,2021,2,.
p50_solar_photovoltaic_1,2022,5,.
p50_solar_photovoltaic_1,2023,5,.
p50_solar_photovoltaic_1,2024,120,.
p50_solar_photovoltaic_1,2025,350,.
p50_solar_photovoltaic_1,2026,85,.
p51_biomass_1,1989,0.0164550385239254,.
p51_biomass_1,2011,0.973056515893595,.
p51_biomass_1,2020,0.973056515893595,.
p51_conventional_hydroelectric_1,1940,79.6,.
p51_conventional_hydroelectric_1,1946,39.8,.
p51_conventional_hydroelectric_1,1953,49.3,.
p51_conventional_hydroelectric_1,1964,125.7,.
p51_conventional_hydroelectric_1,1968,80,.
p51_conventional_hydroelectric_1,1973,50,.
p51_conventional_steam_coal_1,1979,460,.
p51_conventional_steam_coal_1,1984,521,.
p51_hydroelectric_pumped_storage_1,1968,119.6,1853.8
p51_hydroelectric_pumped_storage_1,1971,121.9,1889.45
p51_natural_gas_fired_combined_cycle_1,2000,463,.
p51_natural_gas_fired_combined_cycle_1,2002,1383.1,.
p51_natural_gas_fired_combined_cycle_1,2003,564.1,.
p51_natural_gas_fired_combined_cycle_1,2011,483,.
p51_natural_gas_fired_combined_cycle_1,2017,504,.
p51_natural_gas_fired_combined_cycle_2,1961,161,.
p51_natural_gas_fired_combined_cycle_2,2001,330,.
p51_natural_gas_fired_combustion_turbine_1,2008,158,.
p51_natural_gas_fired_combustion_turbine_1,2026,442,.
p51_onshore_wind_turbine_1,2015,150.4,.
p51_other_peaker_1,1956,164,.
p51_other_peaker_1,1958,158,.
p51_other_peaker_1,1970,434,.
p51_other_peaker_1,1974,454,.
p51_other_peaker_1,1976,455,.
p51_other_peaker_1,1977,498,.
p51_other_peaker_1,1978,491,.
p51_other_peaker_1,1979,15.2,.
p51_other_peaker_1,1980,22.4,.
p51_other_peaker_1,1982,33.8,.
p51_petroleum_liquids_1,1954,1.2,.
p51_petroleum_liquids_1,1960,2,.
p51_petroleum_liquids_1,1966,2.5,.
p51_petroleum_liquids_1,1967,8.3,.
p51_petroleum_liquids_1,1976,2.8,.
p51_petroleum_liquids_1,1980,4,.
p51_solar_photovoltaic_1,2026,724.2,.
p52_conventional_steam_coal_1,1983,358.9,.
p52_natural_gas_fired_combustion_turbine_1,1968,12.8,.
p52_natural_gas_fired_combustion_turbine_1,1970,13,.
p52_natural_gas_fired_combustion_turbine_1,1976,57.1,.
p52_natural_gas_fired_combustion_turbine_1,1979,52,.
p52_onshore_wind_turbine_1,2009,99,.
p52_onshore_wind_turbine_1,2015,198.6,.
p52_onshore_wind_turbine_1,2019,275.6,.
p52_onshore_wind_turbine_1,2020,195.8,.
p52_onshore_wind_turbine_1,2021,2.7,.
p52_other_peaker_1,1951,0.6,.
p52_other_peaker_1,1958,0.4,.
p52_other_peaker_1,1962,2.1,.
p52_other_peaker_1,1964,1,.
p52_other_peaker_1,1966,2.1,.
p52_other_peaker_1,1970,1,.
p52_other_peaker_1,1971,2,.
p52_other_peaker_1,1973,97.3,.
p52_other_peaker_1,1975,4.8,.
p52_other_peaker_1,1978,3.8,.
p52_other_peaker_1,1995,0.9,.
p52_other_peaker_1,1998,0.5,.
p52_other_peaker_1,1999,1.3,.
p52_other_peaker_1,2008,2,.
p52_other_peaker_1,2014,138.5,.
p52_petroleum_liquids_1,1939,0.7,.
p52_petroleum_liquids_1,1952,0.6,.
p52_petroleum_liquids_1,1953,0.9,.
p52_petroleum_liquids_1,1958,1.2,.
p52_petroleum_liquids_1,1962,2.4,.
p52_petroleum_liquids_1,1964,3.5,.
p52_petroleum_liquids_1,1965,4.5,.
p52_petroleum_liquids_1,1967,1,.
p52_petroleum_liquids_1,1971,8.8,.
p52_petroleum_liquids_1,1972,2.7,.
p52_petroleum_liquids_1,1974,2.4,.
p52_petroleum_liquids_1,1983,4,.
p52_petroleum_liquids_1,1994,4,.
p52_petroleum_liquids_1,1997,5,.
p52_petroleum_liquids_1,2017,6,.
p52_petroleum_liquids_1,2019,3,.
p52_petroleum_liquids_1,2024,9,.
p52_solar_photovoltaic_1,2015,0.9,.
p52_solar_photovoltaic_1,2020,20,.
p53_biomass_1,2010,6.09208172320023,.
p53_biomass_1,2013,0.913456091073899,.
p53_conventional_steam_coal_1,1960,111.3,.
p53_conventional_steam_coal_1,1971,376.68,.
p53_conventional_steam_coal_2,1973,779.19,.
p53_conventional_steam_coal_2,1977,668.7,.
p53_conventional_steam_coal_2,1978,725.2,.
p53_conventional_steam_coal_2,1980,721.8,.
p53_conventional_steam_coal_2,1981,243,.
p53_conventional_steam_coal_2,1983,731.8,.
p53_natural_gas_fired_combined_cycle_1,2007,181,.
p53_natural_gas_fired_combined_cycle_2,2016,106,.
p53_natural_gas_fired_combustion_turbine_1,1530,16,.
p53_natural_gas_fired_combustion_turbine_1,1962,11.2,.
p53_natural_gas_fired_combustion_turbine_1,1968,13.7,.
p53_natural_gas_fired_combustion_turbine_1,1973,68,.
p53_natural_gas_fired_combustion_turbine_1,1974,273.5,.
p53_natural_gas_fired_combustion_turbine_1,1979,68,.
p53_natural_gas_fired_combustion_turbine_1,1989,21,.
p53_natural_gas_fired_combustion_turbine_1,1990,27,.
p53_natural_gas_fired_combustion_turbine_1,1996,38,.
p53_natural_gas_fired_combustion_turbine_1,1998,85,.
p53_natural_gas_fired_combustion_turbine_1,2000,174.6,.
p53_natural_gas_fired_combustion_turbine_1,2001,170.1,.
p53_natural_gas_fired_combustion_turbine_1,2002,67.8,.
p53_natural_gas_fired_combustion_turbine_1,2003,485.1,.
p53_natural_gas_fired_combustion_turbine_1,2006,72,.
p53_natural_gas_fired_combustion_turbine_1,2008,381,.
p53_natural_gas_fired_combustion_turbine_1,2009,364.4,.
p53_natural_gas_fired_combustion_turbine_1,2020,13.5,.
p53_natural_gas_fired_combustion_turbine_1,2026,27.2,.
p53_nuclear_1,1985,1255,.
p53_onshore_wind_turbine_1,2001,112.2,.
p53_onshore_wind_turbine_1,2005,150,.
p53_onshore_wind_turbine_1,2006,100.5,.
p53_onshore_wind_turbine_1,2008,450.3,.
p53_onshore_wind_turbine_1,2009,94,.
p53_onshore_wind_turbine_1,2010,60.5,.
p53_onshore_wind_turbine_1,2011,200,.
p53_onshore_wind_turbine_1,2012,1446.8,.
p53_onshore_wind_turbine_1,2013,253.8,.
p53_onshore_wind_turbine_1,2015,401.2,.
p53_onshore_wind_turbine_1,2016,879.3,.
p53_onshore_wind_turbine_1,2017,658.8,.
p53_onshore_wind_turbine_1,2018,542.8,.
p53_onshore_wind_turbine_1,2019,199.3,.
p53_onshore_wind_turbine_1,2020,698.9,.
p53_onshore_wind_turbine_1,2021,1020.6,.
p53_onshore_wind_turbine_1,2022,197.4,.
p53_onshore_wind_turbine_1,2023,804.6,.
p53_onshore_wind_turbine_1,2025,594.2,.
p53_other_peaker_1,1948,3,.
p53_other_peaker_1,1949,1,.
p53_other_peaker_1,1950,1,.
p53_other_peaker_1,1951,2.8,.
p53_other_peaker_1,1953,1.6,.
p53_other_peaker_1,1954,1.1,.
p53_other_peaker_1,1955,4.2,.
p53_other_peaker_1,1956,5.5,.
p53_other_peaker_1,1957,2.2,.
p53_other_peaker_1,1958,4.7,.
p53_other_peaker_1,1960,1.1,.
p53_other_peaker_1,1961,12.7,.
p53_other_peaker_1,1962,7.4,.
p53_other_peaker_1,1963,156.5,.
p53_other_peaker_1,1964,5,.
p53_other_peaker_1,1965,20.5,.
p53_other_peaker_1,1966,11.5,.
p53_other_peaker_1,1967,6.2,.
p53_other_peaker_1,1968,8,.
p53_other_peaker_1,1969,153.3,.
p53_other_peaker_1,1970,30.5,.
p53_other_peaker_1,1971,16,.
p53_other_peaker_1,1972,36.5,.
p53_other_peaker_1,1973,39.3,.
p53_other_peaker_1,1974,0.7,.
p53_other_peaker_1,1976,3,.
p53_other_peaker_1,1977,2,.
p53_other_peaker_1,1978,0.8,.
p53_other_peaker_1,1979,4.5,.
p53_other_peaker_1,1980,6.3,.
p53_other_peaker_1,1981,21.8,.
p53_other_peaker_1,1983,5.7,.
p53_other_peaker_1,1984,3.9,.
p53_other_peaker_1,1985,6.9,.
p53_other_peaker_1,1986,13.8,.
p53_other_peaker_1,1992,0.8,.
p53_other_peaker_1,1993,6.3,.
p53_other_peaker_1,1994,14.6,.
p53_other_peaker_1,1996,10.9,.
p53_other_peaker_1,1998,5,.
p53_other_peaker_1,2000,5,.
p53_other_peaker_1,2001,10.3,.
p53_other_peaker_1,2002,3.6,.
p53_other_peaker_1,2004,13.6,.
p53_other_peaker_1,2005,12.9,.
p53_other_peaker_1,2006,0.7,.
p53_other_peaker_1,2008,76.8,.
p53_other_peaker_1,2011,1.9,.
p53_other_peaker_1,2016,30.8,.
p53_other_peaker_1,2017,56.1,.
p53_other_peaker_1,2024,4,.
p53_petroleum_liquids_1,1929,0.3,.
p53_petroleum_liquids_1,1930,0.3,.
p53_petroleum_liquids_1,1939,0.7,.
p53_petroleum_liquids_1,1947,0.6,.
p53_petroleum_liquids_1,1948,1.2,.
p53_petroleum_liquids_1,1950,0.7,.
p53_petroleum_liquids_1,1955,2.4,.
p53_petroleum_liquids_1,1957,1.9,.
p53_petroleum_liquids_1,1958,4.7,.
p53_petroleum_liquids_1,1961,2.5,.
p53_petroleum_liquids_1,1962,4.2,.
p53_petroleum_liquids_1,1963,5.1,.
p53_petroleum_liquids_1,1964,4.7,.
p53_petroleum_liquids_1,1965,1.7,.
p53_petroleum_liquids_1,1967,2.8,.
p53_petroleum_liquids_1,1969,11.4,.
p53_petroleum_liquids_1,1970,7.3,.
p53_petroleum_liquids_1,1971,3.6,.
p53_petroleum_liquids_1,1973,1.4,.
p53_petroleum_liquids_1,1974,48.5,.
p53_petroleum_liquids_1,1975,92.7,.
p53_petroleum_liquids_1,1976,76.9,.
p53_petroleum_liquids_1,1977,53.9,.
p53_petroleum_liquids_1,1978,6.8,.
p53_petroleum_liquids_1,1981,7.5,.
p53_petroleum_liquids_1,1982,2,.
p53_petroleum_liquids_1,1983,4.1,.
p53_petroleum_liquids_1,1985,1,.
p53_petroleum_liquids_1,1986,2.4,.
p53_petroleum_liquids_1,1989,1.8,.
p53_petroleum_liquids_1,1990,2.1,.
p53_petroleum_liquids_1,1991,11.4,.
p53_petroleum_liquids_1,1992,2.7,.
p53_petroleum_liquids_1,1993,1.6,.
p53_petroleum_liquids_1,1994,2.4,.
p53_petroleum_liquids_1,1996,1.1,.
p53_petroleum_liquids_1,1997,6.7,.
p53_petroleum_liquids_1,1999,23.2,.
p53_petroleum_liquids_1,2000,2.2,.
p53_petroleum_liquids_1,2001,1.5,.
p53_petroleum_liquids_1,2002,22.9,.
p53_petroleum_liquids_1,2003,6.8,.
p53_petroleum_liquids_1,2004,12,.
p53_petroleum_liquids_1,2005,5.3,.
p53_petroleum_liquids_1,2007,8.4,.
p53_petroleum_liquids_1,2014,2.8,.
p53_petroleum_liquids_1,2015,4.9,.
p53_petroleum_liquids_1,2016,2,.
p53_petroleum_liquids_1,2017,7.8,.
p53_petroleum_liquids_1,2018,6,.
p53_petroleum_liquids_1,2019,1,.
p53_petroleum_liquids_1,2020,4,.
p53_petroleum_liquids_1,2021,1.8,.
p53_petroleum_liquids_1,2022,2.8,.
p53_petroleum_liquids_1,2023,8.7,.
p53_petroleum_liquids_1,2024,2,.
p53_petroleum_liquids_1,2025,7,.
p53_solar_photovoltaic_1,2017,3,.
p53_solar_photovoltaic_1,2019,6,.
p53_solar_photovoltaic_1,2021,15,.
p53_solar_photovoltaic_1,2022,6.3,.
p53_solar_photovoltaic_1,2023,5.9,.
p53_solar_photovoltaic_1,2024,8.7,.
p53_solar_photovoltaic_1,2025,208.6,.
p53_solar_photovoltaic_1,2026,156,.
p53_waste_heat_1,2005,0.426107562854826,.
p54_biomass_1,2011,0.946320760211213,.
p54_conventional_steam_coal_1,1980,702.5,.
p54_conventional_steam_coal_1,2010,899.7,.
p54_conventional_steam_coal_2,1969,562,.
p54_natural_gas_fired_combined_cycle_1,2001,404,.
p54_natural_gas_fired_combined_cycle_1,2002,272.8,.
p54_natural_gas_fired_combined_cycle_2,1997,170,.
p54_natural_gas_fired_combined_cycle_2,2000,142.8,.
p54_natural_gas_fired_combustion_turbine_1,1972,36,.
p54_natural_gas_fired_combustion_turbine_1,1974,88.3,.
p54_natural_gas_fired_combustion_turbine_1,1975,140,.
p54_natural_gas_fired_combustion_turbine_1,1977,70,.
p54_natural_gas_fired_combustion_turbine_1,1979,70,.
p54_natural_gas_fired_combustion_turbine_1,1981,85.8,.
p54_natural_gas_fired_combustion_turbine_1,1986,84,.
p54_natural_gas_fired_combustion_turbine_1,1996,40,.
p54_natural_gas_fired_combustion_turbine_1,1999,228,.
p54_natural_gas_fired_combustion_turbine_1,2000,182.2,.
p54_natural_gas_fired_combustion_turbine_1,2002,294,.
p54_natural_gas_fired_combustion_turbine_1,2005,369.7,.
p54_onshore_wind_turbine_1,2007,56.7,.
p54_onshore_wind_turbine_1,2008,105.8,.
p54_onshore_wind_turbine_1,2009,146,.
p54_onshore_wind_turbine_1,2010,168,.
p54_onshore_wind_turbine_1,2016,195.8,.
p54_onshore_wind_turbine_1,2017,300,.
p54_onshore_wind_turbine_1,2020,478.5,.
p54_onshore_wind_turbine_1,2021,288.9,.
p54_other_peaker_1,1530,94.6,.
p54_other_peaker_1,1947,1.8,.
p54_other_peaker_1,1950,18.35,.
p54_other_peaker_1,1958,22.9,.
p54_other_peaker_1,1959,2.5,.
p54_other_peaker_1,1962,7.34,.
p54_other_peaker_1,1963,1.1,.
p54_other_peaker_1,1966,3.7,.
p54_other_peaker_1,1967,1.1,.
p54_other_peaker_1,1970,3.7,.
p54_other_peaker_1,1972,6,.
p54_other_peaker_1,1979,1.8,.
p54_other_peaker_1,1990,6.3,.
p54_other_peaker_1,1991,4.8,.
p54_other_peaker_1,1994,6.3,.
p54_petroleum_liquids_1,1527,4,.
p54_petroleum_liquids_1,1935,0.2,.
p54_petroleum_liquids_1,1955,0.6,.
p54_petroleum_liquids_1,1958,0.3,.
p54_petroleum_liquids_1,1962,0.9,.
p54_petroleum_liquids_1,1967,1.1,.
p54_petroleum_liquids_1,1969,30,.
p54_petroleum_liquids_1,1970,1.5,.
p54_petroleum_liquids_1,1972,144.7,.
p54_petroleum_liquids_1,1974,10.8,.
p54_petroleum_liquids_1,1975,141.4,.
p54_petroleum_liquids_1,1976,182,.
p54_petroleum_liquids_1,1977,122.5,.
p54_petroleum_liquids_1,1983,4.5,.
p54_petroleum_liquids_1,1985,2,.
p54_petroleum_liquids_1,1986,4,.
p54_petroleum_liquids_1,1988,2.7,.
p54_petroleum_liquids_1,1989,22.6,.
p54_petroleum_liquids_1,1990,21.1,.
p54_petroleum_liquids_1,1993,2,.
p54_petroleum_liquids_1,1994,2,.
p54_petroleum_liquids_1,2000,7.2,.
p54_petroleum_liquids_1,2001,1.8,.
p54_petroleum_liquids_1,2003,10,.
p54_petroleum_liquids_1,2004,16.6,.
p54_solar_photovoltaic_1,2015,2.8,.
p54_solar_photovoltaic_1,2016,5.8,.
p54_solar_photovoltaic_1,2017,8,.
p54_solar_photovoltaic_1,2018,8.5,.
p54_solar_photovoltaic_1,2023,10,.
p54_solar_photovoltaic_1,2025,25,.
p55_biomass_1,2006,0.986009732360097,.
p55_conventional_hydroelectric_1,1959,106,.
p55_conventional_hydroelectric_1,1961,110.5,.
p55_conventional_hydroelectric_1,1973,52,.
p55_conventional_steam_coal_1,1976,184,.
p55_conventional_steam_coal_2,2011,275,.
p55_hydroelectric_pumped_storage_1,1979,31,480.5
p55_hydroelectric_pumped_storage_1,1981,31,480.5
p55_hydroelectric_pumped_storage_1,1982,124,1922
p55_natural_gas_fired_combined_cycle_1,1997,197,.
p55_natural_gas_fired_combined_cycle_1,2001,385,.
p55_natural_gas_fired_combustion_turbine_1,1535,185,.
p55_natural_gas_fired_combustion_turbine_1,1983,104,.
p55_natural_gas_fired_combustion_turbine_1,1989,75,.
p55_natural_gas_fired_combustion_turbine_1,1992,80,.
p55_natural_gas_fired_combustion_turbine_1,1995,104,.
p55_natural_gas_fired_combustion_turbine_1,2002,100,.
p55_natural_gas_fired_combustion_turbine_1,2003,116,.
p55_onshore_wind_turbine_1,2020,145.5,.
p55_onshore_wind_turbine_1,2021,145.6,.
p55_petroleum_liquids_1,1946,2,.
p55_petroleum_liquids_1,1949,2.2,.
p55_petroleum_liquids_1,1952,2.5,.
p55_petroleum_liquids_1,1957,4,.
p55_petroleum_liquids_1,1959,1,.
p55_petroleum_liquids_1,1965,7.1,.
p55_petroleum_liquids_1,1970,4,.
p55_petroleum_liquids_1,1971,4,.
p55_petroleum_liquids_1,1974,20.1,.
p55_petroleum_liquids_1,1976,11,.
p55_petroleum_liquids_1,2000,7.2,.
p55_solar_photovoltaic_1,2014,7.7,.
p55_solar_photovoltaic_1,2017,7.9,.
p55_solar_photovoltaic_1,2018,2.5,.
p55_solar_photovoltaic_1,2021,2.2,.
p55_solar_photovoltaic_1,2027,400,.
p56_batteries_1,2019,12,26.2
p56_biomass_1,2010,2.96170548277535,.
p56_conventional_hydroelectric_1,1964,90,.
p56_conventional_hydroelectric_1,1965,128.8,.
p56_conventional_hydroelectric_1,1972,23,.
p56_conventional_hydroelectric_1,1973,69,.
p56_conventional_hydroelectric_1,1974,23,.
p56_conventional_steam_coal_1,1978,494,.
p56_natural_gas_fired_combined_cycle_1,1963,62,.
p56_natural_gas_fired_combined_cycle_2,2002,110,.
p56_natural_gas_fired_combustion_turbine_1,2007,336,.
p56_natural_gas_fired_combustion_turbine_1,2010,40,.
p56_natural_gas_fired_combustion_turbine_1,2013,20,.
p56_natural_gas_fired_combustion_turbine_1,2016,5.2,.
p56_onshore_wind_turbine_1,2026,183,.
p56_solar_photovoltaic_1,2016,1,.
p56_solar_photovoltaic_1,2017,5,.
p56_solar_photovoltaic_1,2018,1,.
p56_solar_photovoltaic_1,2019,12.2,.
p56_solar_photovoltaic_1,2020,2.5,.
p56_solar_photovoltaic_1,2021,7.4,.
p56_solar_photovoltaic_1,2022,3.9,.
p56_solar_photovoltaic_1,2023,13,.
p56_solar_photovoltaic_1,2025,18,.
p57_biomass_1,1972,5.59490270401824,.
p57_biomass_1,1977,8.95184432642918,.
p57_biomass_1,1983,1.47341342254663,.
p57_conventional_steam_coal_1,1977,500,.
p57_conventional_steam_coal_2,1982,500,.
p57_natural_gas_fired_combined_cycle_1,2001,456.6,.
p57_natural_gas_fired_combined_cycle_2,2003,558.6,.
p57_other_peaker_1,1964,174,.
p57_other_peaker_1,1970,365,.
p57_other_peaker_1,1971,362,.
p57_other_peaker_1,1974,348,.
p57_solar_photovoltaic_1,2022,3,.
p58_biomass_1,1957,6.11285524271109,.
p58_biomass_1,1966,6.34880207173814,.
p58_biomass_1,1969,11.2034067315491,.
p58_biomass_1,1972,19.9059645083156,.
p58_biomass_1,1979,4.84020190868176,.
p58_biomass_1,1981,27.1863268141198,.
p58_biomass_1,1984,4.58897794368977,.
p58_biomass_1,1999,4.77164380799222,.
p58_biomass_1,2008,21.8243873028288,.
p58_conventional_hydroelectric_1,1990,192,.
p58_conventional_steam_coal_1,1981,560.1,.
p58_conventional_steam_coal_1,1982,1024.9,.
p58_conventional_steam_coal_1,1983,565.9,.
p58_conventional_steam_coal_1,2010,628,.
p58_conventional_steam_coal_2,1959,217,.
p58_natural_gas_fired_combined_cycle_1,1996,116,.
p58_natural_gas_fired_combined_cycle_1,1997,136,.
p58_natural_gas_fired_combined_cycle_1,2002,1362.4,.
p58_natural_gas_fired_combined_cycle_1,2003,541,.
p58_natural_gas_fired_combined_cycle_1,2004,933,.
p58_natural_gas_fired_combined_cycle_1,2010,534,.
p58_natural_gas_fired_combined_cycle_1,2014,980,.
p58_natural_gas_fired_combined_cycle_1,2019,1000,.
p58_natural_gas_fired_combined_cycle_1,2020,1000,.
p58_natural_gas_fired_combined_cycle_1,2024,97.8,.
p58_natural_gas_fired_combined_cycle_1,2025,708.2,.
p58_natural_gas_fired_combined_cycle_2,1961,113.6,.
p58_natural_gas_fired_combined_cycle_2,1966,243.1,.
p58_natural_gas_fired_combined_cycle_2,2000,566.1,.
p58_natural_gas_fired_combined_cycle_2,2002,1244.3,.
p58_natural_gas_fired_combined_cycle_2,2016,67,.
p58_natural_gas_fired_combustion_turbine_1,1969,17,.
p58_natural_gas_fired_combustion_turbine_1,1974,24,.
p58_natural_gas_fired_combustion_turbine_1,1977,63,.
p58_natural_gas_fired_combustion_turbine_1,1978,63,.
p58_natural_gas_fired_combustion_turbine_1,1985,37.7,.
p58_natural_gas_fired_combustion_turbine_1,1986,157.2,.
p58_natural_gas_fired_combustion_turbine_1,1987,100,.
p58_natural_gas_fired_combustion_turbine_1,1990,125.4,.
p58_natural_gas_fired_combustion_turbine_1,1996,37,.
p58_natural_gas_fired_combustion_turbine_1,1997,270,.
p58_natural_gas_fired_combustion_turbine_1,1998,43.2,.
p58_natural_gas_fired_combustion_turbine_1,1999,187.9,.
p58_natural_gas_fired_combustion_turbine_1,2000,226.7,.
p58_natural_gas_fired_combustion_turbine_1,2001,415.4,.
p58_natural_gas_fired_combustion_turbine_1,2002,423.2,.
p58_natural_gas_fired_combustion_turbine_1,2004,20.6,.
p58_natural_gas_fired_combustion_turbine_1,2005,94.3,.
p58_natural_gas_fired_combustion_turbine_1,2006,93.6,.
p58_natural_gas_fired_combustion_turbine_1,2011,49.9,.
p58_natural_gas_fired_combustion_turbine_1,2019,48,.
p58_natural_gas_fired_combustion_turbine_1,2020,415.2,.
p58_nuclear_1,1985,1083.2,.
p58_nuclear_1,1986,990.8,.
p58_other_peaker_1,1528,418.4,.
p58_other_peaker_1,1529,1032.3,.
p58_other_peaker_1,1531,760.5,.
p58_other_peaker_1,1533,747.6,.
p58_other_peaker_1,1942,9,.
p58_other_peaker_1,1949,4.5,.
p58_other_peaker_1,1950,80,.
p58_other_peaker_1,1951,18,.
p58_other_peaker_1,1953,58,.
p58_other_peaker_1,1954,110,.
p58_other_peaker_1,1957,101.5,.
p58_other_peaker_1,1958,34,.
p58_other_peaker_1,1959,108,.
p58_other_peaker_1,1965,9,.
p58_other_peaker_1,1969,29.9,.
p58_other_peaker_1,1970,434.3,.
p58_other_peaker_1,1972,174.7,.
p58_other_peaker_1,1975,422,.
p58_other_peaker_1,1977,53.7,.
p58_other_peaker_1,1982,566,.
p58_other_peaker_1,1985,8,.
p58_other_peaker_1,1986,2.7,.
p58_other_peaker_1,1990,8,.
p58_other_peaker_1,2005,7.2,.
p58_other_peaker_1,2011,17,.
p58_other_peaker_1,2016,60.2,.
p58_other_peaker_1,2020,131.6,.
p58_other_peaker_1,2024,4.6,.
p58_petroleum_liquids_1,1951,1.2,.
p58_petroleum_liquids_1,1953,0.6,.
p58_petroleum_liquids_1,1957,1.9,.
p58_petroleum_liquids_1,1965,1.8,.
p58_petroleum_liquids_1,1971,1.5,.
p58_petroleum_liquids_1,2009,33,.
p58_petroleum_liquids_1,2010,1.8,.
p58_petroleum_liquids_1,2014,1.8,.
p58_solar_photovoltaic_1,2016,1.1,.
p58_solar_photovoltaic_1,2019,23.4,.
p58_solar_photovoltaic_1,2020,50,.
p58_solar_photovoltaic_1,2022,50,.
p58_solar_photovoltaic_1,2023,20,.
p58_solar_photovoltaic_1,2024,610,.
p58_solar_photovoltaic_1,2025,177,.
p58_solar_photovoltaic_1,2026,240,.
p58_solar_photovoltaic_1,2027,154.3,.
p58_waste_heat_1,1950,7.940275243309,.
p58_waste_heat_1,1968,0,.
p58_waste_heat_1,1969,10.5870336577453,.
p58_waste_heat_1,1990,1.19885814296853,.
p58_waste_heat_1,2004,0.794327858880779,.
p58_waste_heat_1,2011,5.04533201540957,.
p58_waste_heat_1,2012,9.03458282643958,.
p58_waste_heat_1,2016,0,.
p58_waste_heat_1,2019,19.0132877261547,.
p58_waste_heat_1,2023,4.90880072959416,.
p59_natural_gas_fired_combined_cycle_1,1531,232,.
p59_natural_gas_fired_combined_cycle_1,2009,142,.
p59_natural_gas_fired_combined_cycle_1,2011,112,.
p59_natural_gas_fired_combustion_turbine_1,1530,65,.
p59_natural_gas_fired_combustion_turbine_1,1992,11.4,.
p59_natural_gas_fired_combustion_turbine_1,2015,186,.
p59_natural_gas_fired_combustion_turbine_1,2016,186,.
p59_natural_gas_fired_combustion_turbine_1,2023,227.8,.
p59_other_peaker_1,1527,156,.
p59_other_peaker_1,1531,98,.
p59_other_peaker_1,1987,4.2,.
p59_solar_photovoltaic_1,2014,10.3,.
p59_solar_photovoltaic_1,2017,3,.
p59_solar_photovoltaic_1,2018,2,.
p59_solar_photovoltaic_1,2024,1.5,.
p59_solar_photovoltaic_1,2025,160,.
p6_batteries_1,2026,2,8
p6_biomass_1,1955,7.55138461099703,.
p6_biomass_1,1985,11.3437293342663,.
p6_biomass_1,1987,0,.
p6_biomass_1,2006,2.46057694501483,.
p6_biomass_1,2007,1.0197878649635,.
p6_biomass_1,2009,7.05832047465456,.
p6_biomass_1,2011,0.909734894566099,.
p6_conventional_hydroelectric_1,1928,36,.
p6_conventional_hydroelectric_1,1949,15,.
p6_conventional_hydroelectric_1,1950,30,.
p6_conventional_hydroelectric_1,1953,31,.
p6_conventional_hydroelectric_1,1955,32,.
p6_conventional_hydroelectric_1,1956,38.5,.
