GENERATION_PROJECT,PERIOD,gen_ptc_value_per_mwh
p126_offshorewind_class12_moderate_floating_0_2,2035,27.5
p127_nuclear_nuclear__large_moderate_0,2035,15
p127_landbasedwind_class3_moderate_1,2035,27.5
p127_landbasedwind_class3_moderate_2,2035,27.5
p127_utilitypv_class1_moderate_1,2035,27.5
p127_utilitypv_class1_moderate_2,2035,27.5
p127_offshorewind_class3_moderate_fixed_1_1,2035,27.5
p127_offshorewind_class3_moderate_fixed_1_2,2035,27.5
p127_offshorewind_class3_moderate_fixed_0_1,2035,27.5
p127_offshorewind_class3_moderate_fixed_0_2,2035,27.5
p127_offshorewind_class12_moderate_floating_0_1,2035,27.5
p127_offshorewind_class12_moderate_floating_0_2,2035,27.5
p128_nuclear_nuclear__large_moderate_0,2035,15
p128_utilitypv_class1_moderate_1,2035,27.5
p128_offshorewind_class3_moderate_fixed_1_1,2035,27.5
p128_offshorewind_class3_moderate_fixed_1_2,2035,27.5
p128_offshorewind_class3_moderate_fixed_0_1,2035,27.5
p128_offshorewind_class3_moderate_fixed_0_2,2035,27.5
p128_offshorewind_class12_moderate_floating_0_1,2035,27.5
p128_offshorewind_class12_moderate_floating_0_2,2035,27.5
p129_nuclear_nuclear__large_moderate_0,2035,15
p129_landbasedwind_class3_moderate_1,2035,27.5
p129_landbasedwind_class3_moderate_2,2035,27.5
p129_utilitypv_class1_moderate_1,2035,27.5
p129_utilitypv_class1_moderate_2,2035,27.5
p130_nuclear_nuclear__large_moderate_0,2035,15
p130_landbasedwind_class3_moderate_1,2035,27.5
p130_landbasedwind_class3_moderate_2,2035,27.5
p130_utilitypv_class1_moderate_1,2035,27.5
p130_utilitypv_class1_moderate_2,2035,27.5
p131_nuclear_nuclear__large_moderate_0,2035,15
p131_landbasedwind_class3_moderate_1,2035,27.5
p131_landbasedwind_class3_moderate_2,2035,27.5
p131_utilitypv_class1_moderate_1,2035,27.5
p131_utilitypv_class1_moderate_2,2035,27.5
p131_offshorewind_class3_moderate_fixed_1_1,2035,27.5
p131_offshorewind_class3_moderate_fixed_1_2,2035,27.5
p131_offshorewind_class3_moderate_fixed_0_1,2035,27.5
p131_offshorewind_class3_moderate_fixed_0_2,2035,27.5
p131_offshorewind_class12_moderate_floating_0_1,2035,27.5
p131_offshorewind_class12_moderate_floating_0_2,2035,27.5
p132_nuclear_nuclear__large_moderate_0,2035,15
p132_landbasedwind_class3_moderate_1,2035,27.5
p132_landbasedwind_class3_moderate_2,2035,27.5
p132_utilitypv_class1_moderate_1,2035,27.5
p132_utilitypv_class1_moderate_2,2035,27.5
p132_offshorewind_class3_moderate_fixed_1_1,2035,27.5
p132_offshorewind_class3_moderate_fixed_1_2,2035,27.5
p132_offshorewind_class3_moderate_fixed_0_1,2035,27.5
p132_offshorewind_class3_moderate_fixed_0_2,2035,27.5
p132_offshorewind_class12_moderate_floating_0_1,2035,27.5
p132_offshorewind_class12_moderate_floating_0_2,2035,27.5
p133_nuclear_nuclear__large_moderate_0,2035,15
p133_utilitypv_class1_moderate_1,2035,27.5
p133_utilitypv_class1_moderate_2,2035,27.5
p133_offshorewind_class3_moderate_fixed_1_1,2035,27.5
p133_offshorewind_class3_moderate_fixed_1_2,2035,27.5
p133_offshorewind_class3_moderate_fixed_0_1,2035,27.5
p133_offshorewind_class3_moderate_fixed_0_2,2035,27.5
p133_offshorewind_class12_moderate_floating_0_1,2035,27.5
p133_offshorewind_class12_moderate_floating_0_2,2035,27.5
p134_nuclear_nuclear__large_moderate_0,2035,15
p134_landbasedwind_class3_moderate_1,2035,27.5
p134_landbasedwind_class3_moderate_2,2035,27.5
p134_utilitypv_class1_moderate_1,2035,27.5
p134_utilitypv_class1_moderate_2,2035,27.5
p134_offshorewind_class3_moderate_fixed_1_1,2035,27.5
p134_offshorewind_class3_moderate_fixed_1_2,2035,27.5
p134_offshorewind_class3_moderate_fixed_0_1,2035,27.5
p134_offshorewind_class3_moderate_fixed_0_2,2035,27.5
p134_offshorewind_class12_moderate_floating_0_1,2035,27.5
p134_offshorewind_class12_moderate_floating_0_2,2035,27.5
