LOAD_ZONE,TIMEPOINT,ee_load_reduction
p25,20285081304,125.4138012493575
p26,20285081304,5.73176039052825
p27,20285081304,43.97954513487112
p28,20285081304,333.59566449024226
p29,20285081304,4.614247358412675
p30,20285081304,65.46463439748
p31,20285081304,98.84583013099687
p32,20285081304,8.507518567073399
p33,20285081304,195.1682437378616
p34,20285081304,62.47258337600925
p35,20285081304,2.8118069840327324
p36,20285081304,32.371829123864025
p37,20285081304,61.5713631888195
p38,20285081304,40.69910365349924
p39,20285081304,8.723811411999
p40,20285081304,52.09052681958075
p41,20285081304,97.90856113631924
p42,20285081304,14.02298611267605
p43,20285081304,206.59571571143064
p44,20285081304,5.875955620478663
p45,20285081304,45.637790279300624
p46,20285081304,36.04880748759915
p47,20285081304,32.76836600622761
p48,20285081304,116.43764818494525
p49,20285081304,3.208343866396324
p50,20285081304,213.51708674904972
p51,20285081304,111.10242467678064
p52,20285081304,6.885322230131437
p53,20285081304,163.48134195626213
p54,20285081304,76.02693499134675
p55,20285081304,40.91539649842501
p56,20285081304,75.05361718918125
p57,20285081304,47.80071872855663
p58,20285081304,361.31719744820623
p59,20285081304,53.31618627415912
p60,20285081304,18.565135856113532
p61,20285081304,41.60032384068938
p62,20285081304,35.43597776030996
p63,20285081304,743.7950448916312
p64,20285081304,245.56447660552536
p65,20285081304,373.1412063041385
p66,20285081304,116.47369699243276
p67,20285081304,535.6852792657237
p68,20285081304,13.0857171179985
p69,20285081304,20.80016192034469
p70,20285081304,143.54635141561988
p71,20285081304,6.344590117817438
p72,20285081304,137.52620056519086
p73,20285081304,9.012201871899787
p74,20285081304,10.886739861254924
p75,20285081304,39.72578585133412
p76,20285081304,45.60174147181275
p77,20285081304,12.617082620659689
p78,20285081304,32.804414813715226
p79,20285081304,107.10100704565689
p80,20285081304,345.4917709611503
p81,20285081304,82.87620841399051
p82,20285081304,29.84841259973209
p83,20285081304,49.0624269906225
p84,20285081304,16.07776813946921
p85,20285081304,138.5355671748435
p86,20285081304,92.6454352431296
p87,20285081304,146.0697679397516
p88,20285081304,55.6233099533655
p89,20285081304,193.61814501589495
p90,20285081304,177.64852329888862
p91,20285081304,48.91823176067213
p92,20285081304,420.7616809952588
p93,20285081304,49.31476864303575
p94,20285081304,620.1476352091687
