region,avg_base,peak_base,year,avg_growth,peak_growth,avg_targ,peak_targ
p41,2195.82840834964,4094,2038,1.29445650070542,1.29445650070542,2842.40435762184,5299.504913888
p41,2195.82840834964,4094,2039,1.30333305189287,1.30333305189287,2861.89574088741,5335.84551444943
p41,2195.82840834964,4094,2040,1.31227047276652,1.31227047276652,2881.52078353913,5372.43531550611
p41,2195.82840834964,4094,2041,1.31227047276652,1.31227047276652,2881.52078353913,5372.43531550611
p41,2195.82840834964,4094,2042,1.31227047276652,1.31227047276652,2881.52078353913,5372.43531550611
p41,2195.82840834964,4094,2043,1.31227047276652,1.31227047276652,2881.52078353913,5372.43531550611
p41,2195.82840834964,4094,2044,1.31227047276652,1.31227047276652,2881.52078353913,5372.43531550611
p41,2195.82840834964,4094,2045,1.31227047276652,1.31227047276652,2881.52078353913,5372.43531550611
p41,2195.82840834964,4094,2046,1.31227047276652,1.31227047276652,2881.52078353913,5372.43531550611
p41,2195.82840834964,4094,2047,1.31227047276652,1.31227047276652,2881.52078353913,5372.43531550611
p41,2195.82840834964,4094,2048,1.31227047276652,1.31227047276652,2881.52078353913,5372.43531550611
p41,2195.82840834964,4094,2049,1.31227047276652,1.31227047276652,2881.52078353913,5372.43531550611
p41,2195.82840834964,4094,2050,1.31227047276652,1.31227047276652,2881.52078353913,5372.43531550611
p42,477.882648401826,768,2023,1,1,477.882648401826,768
p42,477.882648401826,768,2024,1,1,477.882648401826,768
p42,477.882648401826,768,2025,1,1,477.882648401826,768
p42,477.882648401826,768,2026,1,1,477.882648401826,768
p42,477.882648401826,768,2027,1,1,477.882648401826,768
p42,477.882648401826,768,2028,1,1,477.882648401826,768
p42,477.882648401826,768,2029,1,1,477.882648401826,768
p42,477.882648401826,768,2030,1,1,477.882648401826,768
p42,477.882648401826,768,2031,1.01845490252449,1.01845490252449,486.701926096227,782.173365138807
p42,477.882648401826,768,2032,1.03725038847617,1.03725038847617,495.683962700814,796.608298349696
p42,477.882648401826,768,2033,1.05639274328898,1.05639274328898,504.83176191541,811.309626845938
p42,477.882648401826,768,2034,1.07588836839396,1.07588836839396,514.148382872825,826.282266926559
p42,477.882648401826,768,2035,1.0957437833599,1.0957437833599,523.636941161866,841.531225620403
p42,477.882648401826,768,2036,1.11596562807362,1.11596562807362,533.30060986923,857.061602360541
p42,477.882648401826,768,2037,1.1365606649604,1.1365606649604,543.142620640617,872.878590689587
p42,477.882648401826,768,2038,1.15753578124541,1.15753578124541,553.166264761435,888.987479996477
p42,477.882648401826,768,2039,1.1788979912569,1.1788979912569,563.374894257443,905.393657285303
p42,477.882648401826,768,2040,1.20065443877187,1.20065443877187,573.771923015708,922.102608976793
p42,477.882648401826,768,2041,1.20065443877187,1.20065443877187,573.771923015708,922.102608976793
p42,477.882648401826,768,2042,1.20065443877187,1.20065443877187,573.771923015708,922.102608976793
p42,477.882648401826,768,2043,1.20065443877187,1.20065443877187,573.771923015708,922.102608976793
p42,477.882648401826,768,2044,1.20065443877187,1.20065443877187,573.771923015708,922.102608976793
p42,477.882648401826,768,2045,1.20065443877187,1.20065443877187,573.771923015708,922.102608976793
p42,477.882648401826,768,2046,1.20065443877187,1.20065443877187,573.771923015708,922.102608976793
p42,477.882648401826,768,2047,1.20065443877187,1.20065443877187,573.771923015708,922.102608976793
p42,477.882648401826,768,2048,1.20065443877187,1.20065443877187,573.771923015708,922.102608976793
p42,477.882648401826,768,2049,1.20065443877187,1.20065443877187,573.771923015708,922.102608976793
p42,477.882648401826,768,2050,1.20065443877187,1.20065443877187,573.771923015708,922.102608976793
p43,6642.8852739726,10674,2023,1,1,6642.8852739726,10674
p43,6642.8852739726,10674,2024,1,1,6642.8852739726,10674
p43,6642.8852739726,10674,2025,1,1,6642.8852739726,10674
p43,6642.8852739726,10674,2026,1,1,6642.8852739726,10674
p43,6642.8852739726,10674,2027,1,1,6642.8852739726,10674
